SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC70277,..,7,10,8,0,3,0,3,0,35,..,0,3,3,0,5,8,7,0,38,6,3,7,0,6,0,3,0,0,25,172,112,147,156,120,110,56,33,3,900,..,20,113,192,152,113,71,24,3,699,..,18,35,34,22,10,8,0,0,134,..,3,11,19,19,15,7,4,0,88,374,..,..,..,..,..,..,..,..,374,..,98,..,..,..,..,..,..,..,98,..,53,39,17,12,0,0,0,0,118,..,14,18,3,11,14,7,6,0,79,..,16,30,10,8,3,0,0,3,74,..,15,41,14,3,15,9,3,0,105,..,3,14,13,16,17,9,7,0,83,15,8,17,3,11,0,3,0,0,56,390,242,322,312,252,197,122,55,9,1901
SSC70278,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,12,6,5,4,0,0,0,45,..,0,12,3,4,0,0,0,0,27,..,0,4,0,0,0,0,0,0,9,..,0,3,0,0,0,3,0,0,14,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,3,4,0,0,3,0,0,0,12,..,3,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,26,9,20,10,10,9,7,0,0,89
SSC70280,..,3,15,6,8,0,4,0,0,33,..,0,0,4,6,11,11,3,0,39,0,4,0,7,3,3,3,0,0,23,162,108,103,138,132,98,66,16,9,831,..,4,66,141,140,122,84,28,4,589,..,6,36,22,40,12,3,0,0,124,..,0,9,22,18,14,6,0,0,76,345,..,..,..,..,..,..,..,..,345,..,105,..,..,..,..,..,..,..,105,..,61,43,12,9,3,0,0,0,125,..,20,20,3,8,3,5,3,0,68,..,12,18,6,3,8,0,0,0,47,..,8,21,8,11,5,6,0,3,72,..,3,8,18,20,20,21,8,3,96,4,7,4,7,7,6,3,3,0,42,354,218,220,251,255,205,130,44,13,1690
SSC70281,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,40,29,19,18,18,6,0,0,176,..,15,31,28,20,26,3,0,0,129,..,0,3,0,0,0,0,0,0,3,..,4,5,4,7,3,3,0,0,26,121,..,..,..,..,..,..,..,..,121,..,9,..,..,..,..,..,..,..,9,..,25,3,3,3,0,0,0,0,29,..,14,3,3,10,7,0,0,0,37,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,122,65,52,46,40,37,5,3,0,372
SSC70282,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,11,7,6,9,4,4,0,0,50,..,6,3,9,5,4,3,0,0,35,..,0,3,3,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,5,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,9,..,4,3,4,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,3,0,0,12,3,0,0,4,0,0,0,0,0,8,31,29,11,17,12,10,6,0,0,116
SSC70283,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,3,3,0,0,32,..,0,3,3,6,9,6,3,0,19,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,..,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,5,11,3,6,9,4,3,0,60
SSC70284,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,94,59,63,33,24,17,11,7,0,318,..,27,58,48,27,11,10,3,0,183,..,0,0,0,0,0,0,0,0,0,..,7,6,7,4,4,0,4,0,31,187,..,..,..,..,..,..,..,..,187,..,16,..,..,..,..,..,..,..,16,..,34,19,4,3,0,0,0,0,55,..,33,36,10,13,8,3,0,0,106,..,9,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,4,6,3,0,0,0,0,0,17,193,120,122,75,55,22,17,10,6,614
SSC70285,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,8,4,11,4,19,24,9,0,3,92,..,0,6,7,24,23,8,0,0,79,..,0,0,0,6,11,4,0,0,21,..,0,0,3,0,0,0,0,0,7,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,3,4,9,12,9,3,0,33,0,0,0,0,0,0,0,0,0,0,23,12,22,14,46,41,18,3,3,183
SSC70286,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70287,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,29,23,20,21,14,3,3,0,166,..,13,21,29,14,6,3,0,0,89,..,4,3,0,4,0,0,0,0,5,..,0,7,0,4,4,0,0,0,14,86,..,..,..,..,..,..,..,..,86,..,5,..,..,..,..,..,..,..,5,..,16,3,0,0,0,0,0,0,19,..,19,9,7,10,5,0,0,0,52,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,8,3,0,0,0,0,0,0,0,18,93,60,42,36,35,24,6,3,0,297
SSC70288,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,8,12,7,4,3,3,0,53,..,0,7,8,6,10,0,0,0,37,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,10,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,5,3,3,0,0,0,0,0,12,..,3,3,0,0,3,3,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,14,12,22,12,11,3,3,0,95
SSC70289,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,28,7,5,3,4,0,0,0,0,62,..,0,12,3,7,0,0,0,0,28,..,0,0,3,6,0,0,0,0,5,..,3,0,0,0,0,0,0,0,9,51,..,..,..,..,..,..,..,..,51,..,3,..,..,..,..,..,..,..,3,..,8,0,0,0,0,0,0,0,14,..,4,0,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,52,27,14,14,10,3,0,0,0,123
SSC70290,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,9,0,0,0,8,0,0,0,0,3,4,0,0,0,3,6,0,7,0,11,17,7,0,0,49,..,0,8,0,8,13,4,0,0,38,..,0,3,3,8,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,6,0,0,0,11,..,0,3,10,10,22,12,0,0,55,0,0,0,7,8,7,0,0,0,20,10,3,13,22,33,51,23,0,0,154
SSC70291,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,..,6,12,11,7,8,4,0,0,45,..,0,13,13,12,26,29,5,0,100,0,12,3,9,4,6,3,0,0,31,336,204,249,241,212,130,59,16,3,1465,..,9,154,227,222,124,40,15,0,788,..,56,148,109,82,24,7,3,0,433,..,9,34,49,48,18,9,3,0,168,698,..,..,..,..,..,..,..,..,698,..,116,..,..,..,..,..,..,..,116,..,134,37,10,0,0,0,0,0,183,..,24,8,9,6,20,3,3,0,83,..,15,6,8,7,4,3,0,0,38,..,19,32,20,12,9,11,4,0,104,..,7,37,30,41,54,43,13,0,231,4,16,8,10,5,3,5,0,0,60,701,411,470,459,423,257,122,42,6,2896
SSC70293,..,16,32,3,5,0,0,0,0,52,..,0,6,3,0,4,10,0,0,26,4,0,3,6,0,4,0,0,0,10,60,45,134,63,39,33,14,6,3,395,..,4,69,89,39,33,15,7,0,253,..,26,79,15,9,6,0,0,0,140,..,0,3,7,3,0,0,0,0,17,116,..,..,..,..,..,..,..,..,116,..,20,..,..,..,..,..,..,..,20,..,10,3,0,0,0,0,0,0,19,..,11,8,6,0,0,0,0,0,21,..,0,14,3,0,3,0,0,0,24,..,30,71,11,8,10,0,0,0,132,..,0,19,15,9,6,11,0,0,64,4,4,7,9,0,4,0,0,0,22,120,100,280,155,84,64,27,9,5,831
SSC70294,..,6,9,3,4,4,4,0,0,31,..,0,3,8,7,14,10,7,0,44,7,0,0,5,3,4,7,0,0,17,258,110,162,194,164,118,73,21,6,1104,..,9,113,205,200,133,84,28,0,766,..,21,69,66,48,23,11,4,0,238,..,8,19,38,24,21,13,3,0,122,531,..,..,..,..,..,..,..,..,531,..,103,..,..,..,..,..,..,..,103,..,79,26,14,5,3,0,0,0,129,..,16,5,5,3,9,8,0,3,59,..,11,23,8,11,0,3,0,0,51,..,15,31,11,12,10,8,0,0,87,..,0,10,17,24,20,16,5,0,91,14,8,5,7,6,5,10,0,0,49,538,256,295,375,331,223,150,39,5,2217
SSC70295,..,0,0,0,0,3,0,0,0,3,..,0,3,3,3,7,0,0,0,20,0,0,0,0,0,0,0,0,0,8,185,131,139,102,105,60,26,4,0,751,..,12,59,66,65,60,20,5,0,277,..,26,84,62,41,0,0,3,0,214,..,11,24,17,28,9,9,0,0,96,383,..,..,..,..,..,..,..,..,383,..,51,..,..,..,..,..,..,..,51,..,85,41,19,3,0,0,0,0,150,..,66,48,44,57,19,7,3,0,237,..,5,6,3,0,3,0,0,0,20,..,0,3,4,0,5,0,0,0,13,..,0,9,4,9,16,8,0,0,43,3,3,3,0,0,0,0,0,0,17,385,260,263,210,207,113,44,9,0,1497
SSC70296,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,33,8,20,11,11,3,4,0,0,83,..,4,28,16,9,0,0,0,0,47,..,0,6,0,3,0,0,0,0,11,..,0,0,3,0,0,0,0,0,5,48,..,..,..,..,..,..,..,..,48,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,11,..,0,3,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,48,17,38,20,15,3,5,0,0,149
SSC70297,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,38,30,19,11,13,11,5,0,0,129,..,14,19,17,12,10,9,0,0,76,..,0,8,3,0,0,0,0,0,9,..,4,3,0,3,4,0,0,0,8,85,..,..,..,..,..,..,..,..,85,..,0,..,..,..,..,..,..,..,0,..,14,5,5,0,0,0,0,0,22,..,18,9,0,0,0,3,3,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,85,57,38,29,21,11,11,3,0,255
SSC70298,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,5,0,3,4,4,7,3,6,5,0,20
SSC70299,..,0,3,0,0,0,0,0,0,5,..,0,3,3,3,5,0,0,0,14,0,3,0,3,0,0,0,0,0,7,106,68,74,59,42,27,14,0,0,389,..,28,62,45,27,16,12,0,0,182,..,0,7,11,0,0,0,0,0,26,..,0,13,11,10,12,6,0,0,59,186,..,..,..,..,..,..,..,..,186,..,23,..,..,..,..,..,..,..,23,..,38,35,10,5,0,0,0,0,84,..,48,31,30,14,8,8,4,0,145,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,9,..,0,3,6,3,5,0,0,0,15,7,3,3,3,7,0,0,0,0,25,192,144,161,110,68,47,24,4,0,748
SSC70300,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,22,21,12,8,8,4,0,0,98,..,11,18,17,16,7,3,0,0,75,..,0,3,0,0,0,0,0,0,3,..,0,5,0,3,0,0,0,0,7,58,..,..,..,..,..,..,..,..,58,..,3,..,..,..,..,..,..,..,3,..,9,8,3,0,0,0,0,0,23,..,4,6,5,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,58,39,42,20,14,13,10,6,3,203
SSC70301,..,0,4,0,0,0,0,0,0,6,..,0,4,0,0,7,0,0,0,14,3,0,3,0,0,0,0,0,0,8,101,55,67,53,36,27,11,3,0,353,..,34,51,69,24,15,4,0,0,206,..,4,5,5,5,3,0,0,0,27,..,3,15,11,3,14,3,0,0,40,203,..,..,..,..,..,..,..,..,203,..,3,..,..,..,..,..,..,..,3,..,26,15,4,0,0,0,0,0,48,..,22,16,9,20,3,0,3,0,80,..,3,0,3,0,0,0,0,0,6,..,3,4,0,0,0,0,0,0,9,..,0,4,4,3,9,0,0,0,22,6,5,4,3,4,0,0,0,0,24,206,110,108,105,70,47,14,4,3,667
SSC70302,..,30,31,6,4,0,0,0,0,76,..,18,34,16,16,9,0,0,0,97,0,0,3,0,0,3,0,0,0,8,19,63,128,45,44,29,6,3,0,343,..,3,59,29,19,36,7,0,0,158,..,10,57,21,14,8,0,0,0,110,..,0,3,5,4,0,0,0,0,9,55,..,..,..,..,..,..,..,..,55,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,60,72,14,10,0,0,0,0,153,..,59,77,43,46,31,3,0,0,263,0,3,7,0,5,3,0,0,0,17,57,144,278,109,88,85,12,4,0,781
SSC70303,..,7,5,0,0,0,0,0,0,20,..,3,12,0,3,0,0,0,0,16,5,0,3,0,0,0,0,0,0,9,154,78,162,79,39,8,3,0,0,529,..,14,146,120,43,20,3,0,0,348,..,42,99,23,9,0,0,0,0,183,..,3,7,8,11,0,0,0,0,27,276,..,..,..,..,..,..,..,..,276,..,26,..,..,..,..,..,..,..,26,..,20,8,0,0,0,0,0,0,28,..,13,0,5,3,0,4,0,0,23,..,12,15,4,3,3,0,0,0,31,..,19,22,3,0,0,0,0,0,51,..,7,14,3,3,0,0,0,0,34,6,5,7,5,0,0,0,0,0,23,285,154,327,173,78,33,3,0,0,1051
SSC79494,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,35,21,29,27,29,47,19,3,0,209,35,21,29,27,29,47,19,3,0,209,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,66,40,58,50,57,77,40,4,0,397,66,40,58,50,57,77,40,4,0,397
SSC79797,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
