SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC70241,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,..,0,3,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22,3,22,14,14,3,5,0,0,86,..,0,7,9,15,4,4,3,0,54,..,0,12,3,3,0,0,0,0,18,..,0,4,0,3,3,3,0,0,12,58,..,..,..,..,..,..,..,..,58,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,5,..,0,5,0,5,3,0,0,0,12,..,0,3,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,3,..,0,0,6,7,3,4,0,0,20,4,0,3,0,0,0,0,0,0,3,59,8,40,29,33,13,15,5,0,199
SSC70243,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,7,0,0,0,21,..,0,0,0,4,5,8,0,0,15,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,4,0,5,13,8,0,0,45
SSC70244,..,0,0,4,0,0,0,0,0,3,..,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,48,26,34,44,29,19,3,6,0,198,..,0,18,37,30,14,3,0,0,104,..,7,8,14,6,0,0,0,0,42,..,0,7,10,3,7,0,0,0,26,87,..,..,..,..,..,..,..,..,87,..,3,..,..,..,..,..,..,..,3,..,18,0,3,0,0,0,0,0,25,..,10,0,8,7,8,3,3,0,33,..,3,0,0,3,0,0,0,0,6,..,4,0,4,0,0,0,0,0,6,..,3,9,4,6,3,0,0,0,26,8,8,3,3,0,0,0,0,0,18,92,51,53,73,53,37,6,3,0,374
SSC70245,..,40,91,21,24,21,4,0,0,196,..,15,31,34,37,33,14,4,0,167,0,10,14,0,0,7,3,0,0,30,257,209,492,267,214,174,73,23,3,1708,..,14,262,305,201,146,76,27,3,1044,..,67,271,100,57,47,13,7,0,558,..,3,15,23,33,20,14,5,0,112,494,..,..,..,..,..,..,..,..,494,..,94,..,..,..,..,..,..,..,94,..,45,33,16,13,0,0,0,0,101,..,26,28,12,4,13,3,0,6,84,..,39,67,6,8,8,0,0,0,125,..,89,225,50,55,40,4,3,0,458,..,21,76,63,76,94,38,14,3,375,0,13,29,6,7,10,6,0,0,73,497,415,993,568,448,373,154,54,10,3518
SSC70246,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,..,0,0,0,3,4,0,0,0,7,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,6,3,0,0,30
SSC70247,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,31,13,19,3,4,3,11,0,0,89,..,8,3,5,3,5,11,0,0,37,..,8,16,3,3,0,0,0,0,24,..,0,3,0,0,0,3,0,0,8,54,..,..,..,..,..,..,..,..,54,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,9,0,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,5,..,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,59,18,30,10,13,11,19,0,0,158
SSC70248,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,4,0,0,4,0,0,0,24
SSC70249,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,..,0,3,4,0,0,0,0,0,4,..,0,0,0,6,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,6,0,0,0,0,15
SSC70250,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,3,6,0,0,0,0,31,..,0,5,5,3,0,0,0,0,21,..,0,4,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,9,8,6,4,0,0,0,65
SSC70251,..,0,8,7,4,3,0,0,0,26,..,6,24,12,34,27,13,8,0,126,8,13,7,6,8,9,3,0,0,57,255,165,221,168,187,147,53,17,4,1219,..,23,120,105,143,131,58,15,0,602,..,48,81,72,53,32,11,0,0,289,..,14,38,31,29,18,10,3,3,135,546,..,..,..,..,..,..,..,..,546,..,46,..,..,..,..,..,..,..,46,..,90,35,12,12,3,0,0,0,153,..,77,43,27,23,25,14,9,0,223,..,5,16,9,11,9,4,0,0,45,..,0,24,11,13,11,3,0,0,65,..,18,47,35,71,62,40,16,0,281,24,20,20,13,14,21,9,0,0,120,572,333,416,326,370,300,144,48,3,2508
SSC70252,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,15,5,6,7,3,0,0,97,..,9,5,16,7,3,0,0,0,36,..,3,15,3,3,5,3,0,0,23,..,0,3,0,0,0,0,0,0,8,64,..,..,..,..,..,..,..,..,64,..,3,..,..,..,..,..,..,..,3,..,13,7,0,0,0,0,0,0,23,..,5,6,0,5,0,0,0,0,20,..,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,65,44,33,16,15,13,4,0,0,192
SSC70253,..,12,32,5,4,4,0,0,0,58,..,14,17,15,19,37,9,4,0,115,3,5,5,5,8,3,0,0,0,21,123,57,173,111,82,76,26,13,3,661,..,4,109,93,66,48,26,5,4,344,..,6,62,31,20,4,3,0,0,127,..,4,16,14,18,8,3,0,0,64,236,..,..,..,..,..,..,..,..,236,..,21,..,..,..,..,..,..,..,21,..,17,9,9,0,0,0,0,0,37,..,10,8,8,7,3,4,0,0,45,..,7,11,10,0,0,0,0,0,28,..,28,50,16,7,11,3,0,0,114,..,14,48,29,49,52,23,13,0,234,3,6,10,10,7,3,0,0,0,43,242,124,329,207,177,128,56,19,6,1292
SSC70254,..,7,15,8,9,3,0,0,0,37,..,0,0,10,7,13,6,3,4,45,0,0,5,0,0,0,3,0,0,5,39,29,78,61,38,44,16,3,4,307,..,0,42,42,37,25,13,0,0,165,..,10,56,24,18,17,0,0,0,129,..,0,3,4,3,5,0,0,0,20,68,..,..,..,..,..,..,..,..,68,..,9,..,..,..,..,..,..,..,9,..,11,4,0,0,0,0,0,0,20,..,6,6,0,0,0,0,0,0,7,..,0,9,0,0,0,0,0,0,12,..,14,21,15,10,7,0,0,0,69,..,0,10,21,18,20,16,15,4,101,0,3,3,0,3,0,0,0,0,18,68,57,153,109,87,73,38,13,4,607
SSC70255,..,0,0,7,0,0,0,0,0,13,..,0,5,9,8,7,7,4,0,35,0,0,4,0,0,0,0,0,0,3,41,19,40,38,44,34,20,4,3,241,..,0,25,41,43,21,22,6,0,157,..,3,15,14,9,6,0,0,0,49,..,0,0,0,3,7,8,0,0,25,85,..,..,..,..,..,..,..,..,85,..,21,..,..,..,..,..,..,..,21,..,17,5,4,0,0,0,0,0,29,..,0,0,5,0,3,0,0,3,15,..,3,3,0,0,3,0,0,0,12,..,0,6,5,5,3,0,0,0,29,..,0,11,15,22,19,16,4,0,86,0,6,6,3,7,3,0,0,0,17,85,54,72,90,90,66,42,14,3,521
SSC70256,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,9,3,3,4,9,4,0,0,0,29,..,0,3,5,5,8,0,0,0,20,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,3,9,8,14,14,0,0,0,54
SSC70257,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,22,10,13,3,16,13,3,4,0,84,..,7,9,4,9,8,0,6,0,47,..,3,0,8,12,3,3,0,0,24,..,0,0,0,0,0,3,0,0,11,39,..,..,..,..,..,..,..,..,39,..,3,..,..,..,..,..,..,..,3,..,4,3,3,0,0,0,0,0,11,..,9,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,3,5,3,7,8,0,0,31,0,3,0,0,0,0,0,0,0,5,39,30,22,13,27,22,11,5,0,180
SSC70258,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,12,108,26,101,37,19,0,0,0,0,299,..,3,125,80,38,5,0,0,0,249,..,15,42,4,6,0,0,0,0,73,..,0,5,0,0,0,0,0,0,5,220,..,..,..,..,..,..,..,..,220,..,12,..,..,..,..,..,..,..,12,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,10,5,7,6,0,0,0,0,0,0,17,219,49,174,89,56,3,0,0,0,592
SSC70259,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,..,0,0,0,6,0,0,0,0,6,..,3,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,3,0,3,7,0,0,0,0,25
SSC70260,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,12,16,10,15,12,10,0,0,93,..,9,20,12,15,7,0,0,0,51,..,0,3,0,4,0,0,0,0,5,..,0,4,3,0,0,3,0,0,11,39,..,..,..,..,..,..,..,..,39,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,14,..,11,9,4,3,3,9,0,0,41,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,7,42,30,33,25,23,16,16,0,0,186
SSC70261,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,..,7,18,7,7,4,3,0,0,50,..,0,9,18,19,18,24,21,8,112,4,3,9,0,4,7,0,0,0,27,209,107,172,189,157,93,92,45,12,1072,..,3,134,193,150,114,99,39,12,737,..,25,48,57,40,21,7,0,0,193,..,5,13,21,29,20,7,6,0,102,421,..,..,..,..,..,..,..,..,421,..,86,..,..,..,..,..,..,..,86,..,52,36,14,9,4,0,0,0,107,..,11,16,9,3,7,12,5,0,55,..,5,22,3,3,4,3,0,0,45,..,10,38,22,7,3,7,3,0,95,..,6,13,24,22,28,33,30,15,169,9,7,8,7,11,6,4,3,0,55,434,211,330,348,264,206,167,82,24,2071
SSC70263,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,10,13,4,11,0,0,0,55,..,0,9,11,8,17,7,0,0,45,..,0,4,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,7,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,7,4,0,0,0,0,0,7,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,21,0,26,18,7,21,4,3,0,102
SSC70264,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
SSC70265,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC70266,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,11,4,10,9,5,0,0,66,..,0,8,9,15,10,6,3,3,49,..,4,9,4,6,3,0,0,0,27,..,0,0,0,3,0,0,0,0,5,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,11,..,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,31,17,22,14,29,22,14,3,3,148
SSC70267,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,57,45,45,38,31,13,4,0,0,235,..,21,46,49,25,12,0,0,0,155,..,0,3,0,0,0,0,0,0,5,..,3,3,4,11,6,0,0,0,34,114,..,..,..,..,..,..,..,..,114,..,11,..,..,..,..,..,..,..,11,..,47,23,0,0,0,0,0,0,68,..,22,13,12,6,7,3,0,0,61,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,3,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,114,106,94,68,52,31,3,0,0,469
SSC70268,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,4,9,10,14,13,3,3,0,66,..,0,5,16,16,10,4,9,0,56,..,0,5,6,3,0,0,0,0,19,..,0,0,0,0,3,0,0,0,5,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,4,3,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,3,0,0,11,0,3,0,0,0,0,0,0,0,6,20,11,9,22,21,22,9,10,0,132
SSC70270,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,21,..,0,0,8,3,0,4,0,0,14,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,8,13,3,0,5,0,0,44
SSC70272,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,..,3,0,3,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,7,10,3,3,3,0,3,0,39,..,0,8,8,0,3,0,0,0,26,..,3,3,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,3,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,0,0,0,9,..,4,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,28,17,22,12,5,3,3,3,0,90
SSC70274,..,5,0,3,3,0,4,0,0,19,..,0,3,3,5,14,3,5,0,28,0,7,3,0,3,7,0,0,0,18,164,80,94,109,153,120,45,14,0,785,..,5,39,116,177,157,67,14,0,573,..,13,66,59,70,41,5,3,0,255,..,0,13,20,18,6,9,0,0,62,310,..,..,..,..,..,..,..,..,310,..,66,..,..,..,..,..,..,..,66,..,63,25,7,5,0,0,0,0,105,..,8,5,0,4,4,4,5,0,36,..,13,6,4,3,3,3,0,0,39,..,4,10,3,9,6,11,0,0,50,..,3,4,18,33,26,12,7,3,105,4,7,6,3,6,6,3,0,0,34,316,194,185,222,321,251,106,33,8,1643
SSC70275,..,0,5,3,0,0,0,0,0,12,..,0,3,0,3,0,6,0,0,11,3,4,4,0,0,0,0,0,0,16,319,197,216,111,92,58,21,5,0,1012,..,49,86,80,77,54,9,0,0,352,..,23,99,80,29,10,0,0,0,246,..,14,39,20,20,17,5,3,0,119,686,..,..,..,..,..,..,..,..,686,..,56,..,..,..,..,..,..,..,56,..,132,84,14,3,4,0,0,0,236,..,66,46,21,16,15,11,3,0,182,..,9,3,3,12,3,0,0,0,41,..,3,7,0,0,4,0,0,0,21,..,0,9,9,5,3,6,0,0,22,12,4,4,3,0,0,0,0,0,26,697,366,376,239,167,111,27,9,0,1997
SSC70276,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,9,8,4,0,23,3,0,7,3,3,0,0,0,0,11,27,14,18,27,41,44,27,4,0,215,..,0,14,30,39,42,26,4,0,154,..,0,5,19,17,11,12,0,0,68,..,3,0,3,5,0,0,0,0,17,61,..,..,..,..,..,..,..,..,61,..,7,..,..,..,..,..,..,..,7,..,15,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,10,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,4,7,0,0,14,..,0,3,0,8,22,12,7,0,56,3,0,7,3,3,3,0,0,0,21,69,30,34,60,78,83,59,7,3,426
