SSC_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
SSC70108,0,0,4,3,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,3,3,0,3,0,0,0,0,10,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,10,4,5,0,0,4,0,0,25,5,13,9,13,7,5,5,3,0,60,0,12,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,13,3,13,13,0,3,8,0,0,0,44,3,12,8,4,3,0,0,0,0,26,0,0,0,3,0,0,0,0,0,4,0,3,5,0,6,4,0,0,0,17,0,3,3,0,0,0,0,0,0,6
SSC70109,24,62,188,180,113,83,25,10,0,688,14,11,36,29,49,34,8,0,0,189,13,18,52,43,62,53,18,3,0,258,3,0,7,12,17,13,10,3,0,76,6,0,0,7,7,7,20,9,3,57,0,0,0,0,0,0,0,0,0,3,16,25,69,45,40,26,16,5,0,233,77,116,350,322,285,211,101,33,7,1504,18,78,235,212,179,112,29,10,0,882,8,11,37,30,43,27,12,3,0,166,4,12,42,39,50,43,26,9,5,223,0,3,11,11,14,9,10,3,0,59,0,0,5,8,10,12,14,9,5,59,0,0,0,0,3,0,3,4,0,10,14,18,56,42,45,33,13,5,6,242,46,128,387,333,337,236,108,46,16,1639,46,142,430,386,290,198,53,21,0,1566,20,25,70,59,90,59,20,4,3,349,14,31,87,79,110,96,49,14,6,481,8,8,18,21,28,19,25,12,0,133
SSC70110,12,33,25,56,48,33,15,0,0,220,5,9,18,28,32,11,11,0,0,118,5,14,28,31,56,45,13,0,0,198,0,0,3,4,16,5,9,0,0,37,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,9,10,18,9,9,0,0,59,29,63,77,135,174,113,54,6,0,648,14,22,48,100,65,21,9,0,0,284,3,0,6,23,32,11,0,0,0,81,3,4,9,25,40,29,3,0,0,113,0,0,0,0,3,9,0,0,0,14,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,4,0,4,11,13,4,4,6,0,46,27,33,75,154,154,77,21,5,0,549,28,62,69,156,118,52,19,4,0,505,10,14,30,48,60,24,10,0,0,198,5,18,35,56,96,72,18,0,0,315,0,3,3,7,19,14,9,0,0,52
SSC70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70112,19,48,115,105,71,37,22,13,3,438,11,20,34,36,39,20,0,0,0,165,13,17,46,50,76,51,13,3,0,273,9,9,16,8,16,20,14,3,0,85,3,0,3,4,10,9,13,7,3,61,0,0,3,0,3,3,0,0,0,11,19,11,33,22,32,29,23,12,0,175,65,106,256,228,247,173,89,34,11,1208,22,59,149,133,71,46,22,5,3,511,3,12,29,23,37,20,3,3,0,133,3,12,50,39,51,39,28,4,3,230,5,5,11,12,12,18,5,3,0,75,0,0,3,4,7,12,9,8,0,48,0,0,0,0,0,0,0,0,0,4,12,18,37,46,29,26,15,0,4,191,49,109,281,261,200,163,90,25,12,1194,38,100,262,241,138,87,46,17,11,948,15,35,63,62,76,37,7,0,0,297,16,35,100,87,122,88,40,9,3,504,9,19,35,20,26,31,18,3,0,160
SSC70113,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,4,7,3,5,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,4,6,0,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3
SSC70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70115,7,10,17,19,9,3,0,0,0,63,6,5,13,11,9,4,0,0,0,58,3,13,21,23,14,14,0,0,0,85,6,5,20,12,9,0,0,0,0,52,13,7,9,12,8,4,3,0,0,59,0,0,0,0,0,0,3,0,0,4,11,5,9,8,29,12,3,0,0,72,46,46,98,76,78,40,8,0,0,388,14,14,17,19,11,6,0,0,0,90,7,9,21,16,13,3,0,0,0,64,3,10,31,23,21,6,3,0,0,103,7,5,19,13,11,8,0,0,0,58,5,3,10,14,6,10,0,0,0,46,0,0,0,0,0,0,0,0,0,4,3,9,9,9,36,3,0,0,0,70,40,50,109,91,97,38,7,4,0,440,20,19,37,36,21,12,0,0,0,156,15,20,29,28,23,6,3,0,0,120,5,26,54,42,34,20,6,0,0,187,12,12,36,18,14,7,0,0,0,111
SSC70116,13,55,156,148,71,37,15,5,0,494,6,21,38,28,29,20,3,0,0,149,3,19,45,30,52,35,7,0,0,191,0,0,7,8,12,9,0,0,0,31,0,0,3,3,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,5,3,11,23,12,6,3,0,0,66,33,104,248,238,181,106,31,12,3,947,19,64,189,145,61,40,13,5,0,542,8,12,25,31,31,15,3,0,0,126,0,15,29,22,40,29,11,4,0,159,0,0,4,3,5,8,0,0,0,24,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,9,7,11,20,10,15,0,0,0,67,37,93,259,226,155,117,35,11,0,932,36,123,345,295,133,74,26,8,0,1035,10,38,63,60,62,38,4,0,0,277,3,31,73,53,92,65,20,10,0,348,0,3,9,9,16,19,3,0,0,56
SSC70117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70118,0,0,0,3,3,9,0,0,0,14,3,3,0,3,0,0,0,0,0,13,3,3,10,8,0,0,4,0,0,31,3,0,6,0,0,0,0,0,0,12,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,25,14,8,17,5,0,0,85,3,3,4,3,4,3,3,0,0,17,3,3,4,0,0,3,0,0,0,12,3,0,7,7,5,5,0,0,0,28,4,0,7,0,0,0,0,0,0,21,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,26,13,11,7,3,0,0,91,3,3,5,3,3,7,3,0,0,29,3,4,6,3,3,0,0,0,0,23,10,10,19,11,5,5,6,0,0,60,3,0,15,3,0,0,3,0,0,30
SSC70119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC70120,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,8,0,0,3,3,0,0,0,0,0,7,4,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,12,9,0,13,8,10,0,0,0,0,49,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,13,3,0,3,4,0,0,0,0,0,11,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,4,0,11,13,6,3,3,0,0,50,0,0,3,5,4,4,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,3,5,5,0,0,0,0,22,3,0,5,6,3,0,0,0,0,17
SSC70121,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,22,0,19,3,3,3,0,0,0,0,38,0,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,17,0,12,3,7,3,0,0,4,0,29,0,0,0,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,3
SSC70122,0,3,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,16,0,0,4,0,0,0,0,0,0,5,4,0,9,4,0,3,0,0,0,22,0,0,0,0,0,5,0,0,0,8,0,0,3,3,3,0,0,0,0,14,7,6,21,13,10,13,4,0,0,70,0,0,3,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,3,9,0,5,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,3,0,19,10,13,9,0,0,0,49,0,3,8,0,0,0,0,0,0,16,0,0,4,3,0,0,0,0,0,7,0,0,4,4,4,0,0,0,0,17,0,0,4,0,0,0,0,0,0,9
SSC70123,4,10,49,35,38,20,11,0,0,170,7,0,25,36,30,13,3,0,0,119,0,12,31,55,52,31,9,3,0,197,0,0,11,3,5,4,7,0,0,26,0,0,0,0,0,6,4,9,0,21,0,0,0,0,0,0,0,0,0,3,3,3,18,20,26,14,9,3,0,100,24,31,132,155,161,83,40,16,0,635,11,25,84,83,52,11,14,0,0,287,0,4,15,15,37,15,5,0,0,91,3,10,16,26,25,25,9,0,0,114,0,0,3,3,7,4,0,0,0,18,0,0,0,0,3,11,4,0,0,14,0,0,0,0,3,0,0,0,0,9,3,8,22,19,15,11,5,0,0,82,22,40,139,145,138,74,35,11,0,606,21,33,131,122,92,28,26,3,0,459,7,0,40,57,70,27,3,0,0,209,3,18,50,81,81,55,14,5,0,312,0,0,11,4,11,11,7,3,0,44
SSC70124,3,0,3,3,3,7,0,0,0,20,6,3,6,0,0,0,0,0,0,12,0,4,7,0,3,0,0,0,0,15,0,6,14,3,3,3,0,0,0,33,9,10,15,9,15,13,0,0,0,70,3,0,0,0,0,0,0,0,0,7,0,0,3,0,18,0,0,0,0,24,21,23,45,24,48,19,5,0,0,191,3,6,17,11,7,8,5,0,0,48,0,3,8,3,4,0,0,0,0,12,0,3,4,5,6,0,0,0,0,25,4,4,14,10,7,0,0,0,0,39,7,9,14,17,16,11,0,0,0,67,0,0,0,0,0,0,0,0,0,9,0,0,8,5,33,3,0,0,0,47,12,30,61,48,68,27,12,3,0,255,4,10,18,15,7,10,6,0,0,65,6,3,8,0,5,0,0,0,0,26,0,9,9,5,8,4,0,0,0,38,6,11,33,13,5,4,0,0,0,74
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,49,217,113,28,17,0,0,0,0,420,7,21,18,3,6,11,3,0,0,71,4,20,23,12,12,7,0,0,0,82,0,0,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,160,344,232,143,44,4,0,0,949,84,426,496,268,180,66,17,3,0,1536,4,31,25,7,11,6,3,0,0,93,0,5,0,0,3,6,0,0,0,16,0,3,3,0,3,4,0,0,0,21,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,23,16,9,0,0,0,92,7,50,54,38,38,26,10,0,3,227,48,252,134,39,24,6,6,0,0,515,12,25,18,7,12,11,3,0,0,90,4,23,28,10,14,11,3,0,0,103,0,0,3,3,0,3,3,0,0,17
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,15,68,249,222,154,127,58,18,0,905,6,17,74,70,93,58,17,4,0,338,11,26,86,95,160,114,48,15,0,548,0,3,6,11,19,16,16,3,0,78,0,0,4,3,9,18,17,10,4,61,0,0,0,3,0,3,0,0,0,9,19,58,369,349,273,138,44,3,3,1251,49,172,791,761,712,460,198,52,11,3202,22,50,96,129,139,98,45,8,0,584,12,15,14,24,56,39,7,0,0,158,0,9,26,33,67,71,30,8,3,239,0,0,3,4,7,13,9,0,0,42,0,0,0,0,0,11,13,3,0,38,0,0,0,0,0,3,0,0,0,5,13,3,22,28,45,31,21,3,3,177,46,78,161,220,312,264,121,29,11,1244,38,123,349,351,290,222,100,26,0,1493,12,29,90,98,151,94,23,7,0,494,14,33,110,131,226,181,80,22,9,792,0,4,13,18,26,33,23,6,0,125
SSC70130,0,3,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,10,3,4,4,0,7,7,0,0,0,16,0,0,0,4,3,0,3,0,0,6,0,3,0,0,0,6,0,5,0,16,0,0,0,0,0,0,0,0,0,3,19,89,211,144,65,31,4,3,0,570,28,99,218,160,76,47,8,5,0,632,3,7,3,3,0,9,0,0,0,19,0,0,0,0,3,0,0,0,0,7,0,0,4,4,4,3,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,5,14,26,29,14,12,3,0,0,102,5,18,40,32,28,31,9,3,0,160,3,6,3,6,3,9,3,0,0,31,0,0,0,3,3,0,0,0,0,11,4,4,8,3,4,11,0,0,0,36,0,0,3,4,4,0,3,0,0,12
SSC70131,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,5,6,0,0,26,0,0,7,3,0,3,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,6,10,0,3,0,30,0,0,4,5,0,3,5,0,0,18,0,0,0,4,3,0,0,0,0,12,0,0,0,0,4,5,3,0,0,17,0,0,0,0,3,0,3,0,0,6
SSC70132,36,50,120,102,86,61,33,8,0,497,15,26,46,50,69,35,9,0,0,246,20,24,66,105,150,99,47,8,0,521,0,0,13,16,34,16,25,6,0,109,0,0,0,6,9,15,18,0,4,61,0,0,0,0,0,3,3,0,0,13,29,23,37,45,57,44,34,10,0,277,96,121,286,321,409,278,178,30,6,1722,27,69,174,187,135,77,32,4,3,703,7,10,41,38,78,25,7,3,0,207,9,10,31,56,82,69,43,11,0,314,3,3,4,4,14,16,6,4,0,57,0,3,3,3,7,14,16,3,0,51,0,0,0,0,3,4,0,3,0,5,10,17,35,48,50,37,25,9,8,232,59,106,287,326,369,244,127,34,12,1564,60,118,290,287,220,143,69,11,3,1199,25,30,86,81,151,62,17,5,0,457,29,33,98,158,231,169,95,14,0,833,5,8,16,20,43,36,31,4,0,169
SSC70133,7,3,7,7,15,8,4,0,0,49,3,0,0,3,15,7,0,0,0,29,0,7,5,6,20,13,0,0,0,48,0,0,0,0,0,0,0,3,0,3,5,0,0,7,3,4,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,9,4,14,16,3,0,0,47,11,12,17,24,59,43,17,3,0,192,6,5,7,16,22,11,0,0,0,74,0,0,6,4,10,5,0,0,0,26,3,0,0,7,11,7,0,0,0,23,0,3,0,0,0,3,0,0,0,8,0,0,7,0,7,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,4,3,3,8,10,15,0,3,0,40,8,14,24,28,54,45,4,5,0,190,11,14,15,19,35,20,4,0,0,123,3,0,4,8,19,12,3,0,0,55,3,7,7,13,24,24,0,0,0,72,0,3,0,0,0,5,0,3,0,11
SSC70134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,3,0,0,0,24,3,18,14,7,6,9,0,0,0,51,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,3,3,3,0,0,0,0,32,0,21,13,4,7,6,3,0,0,60,0,0,0,0,0,3,3,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,9,0,0,3,0,0,0,16,0,0,3,4,0,0,0,0,0,11
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
