SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC70189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,57,35,24,8,0,0,168,0,0,0,0,0,0,0,0,46,57,36,24,8,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,17,13,4,0,0,69,0,0,0,0,0,0,0,0,12,27,17,13,4,0,0,69,58,78,54,30,17,0,0,244
SSC70190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,14,4,11,8,0,0,55,0,0,0,0,0,0,0,0,19,19,4,11,8,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,11,20,19,10,14,8,0,0,73
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,25,36,20,14,28,6,0,121,13,13,4,3,12,0,0,40,15,12,7,3,3,0,5,40,64,57,29,16,20,4,0,197,0,0,0,0,0,0,0,3,113,113,57,36,61,11,8,403,4,3,3,0,5,4,0,21,0,5,3,0,3,0,0,14,3,0,3,3,0,0,0,7,7,13,8,10,9,0,0,42,0,0,0,0,0,0,0,0,17,25,17,10,12,4,0,88,130,140,83,49,72,14,9,490
SSC70193,14,21,5,3,14,3,0,65,9,6,3,3,0,0,0,19,16,19,11,0,5,0,0,54,101,88,66,31,25,5,0,311,0,3,0,0,3,0,0,9,138,134,90,38,48,7,0,462,3,4,0,0,6,0,0,17,3,10,0,0,4,0,0,22,3,0,3,6,0,0,0,17,75,82,43,39,38,3,0,283,12,3,3,3,0,0,0,25,99,97,53,49,52,4,3,356,236,233,139,93,104,15,7,817
SSC70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC70195,22,19,10,7,10,0,0,72,0,3,0,0,0,0,0,4,3,3,0,0,0,0,0,6,15,3,3,0,0,0,0,25,0,0,0,0,0,0,0,0,41,29,15,11,9,3,0,111,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,41,31,20,13,15,3,0,116
SSC70196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,3,0,0,0,0,33,0,0,0,0,0,0,0,0,15,15,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,9,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,9,16,14,9,0,0,0,0,42
SSC70197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,12
SSC70198,126,88,47,16,25,11,4,313,18,10,8,5,0,0,0,40,24,18,5,7,0,0,0,55,137,94,31,16,13,3,3,298,0,0,0,0,0,0,0,0,308,203,89,45,45,16,5,709,0,4,3,0,4,3,0,10,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,14,3,0,0,0,0,27,0,0,0,0,0,0,0,0,15,20,5,0,6,3,0,47,320,219,95,45,48,19,5,754
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,9,0,3,0,0,32,0,0,0,0,0,0,0,0,9,15,9,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,19,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,19,19,17,12,4,3,0,0,54
SSC70201,43,38,31,14,24,17,5,181,4,10,3,7,3,0,0,36,4,12,8,3,7,3,0,45,39,42,21,11,16,0,0,135,0,0,0,3,0,0,0,7,105,113,65,40,48,22,14,398,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,6,9,11,3,6,12,0,0,47,3,3,0,0,0,0,0,5,12,22,10,13,16,4,0,77,118,132,69,50,67,30,14,475
SSC70202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11
SSC70203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,12,10,3,0,0,57,3,3,0,0,0,0,0,3,23,21,12,10,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,8,0,3,0,0,39,0,0,0,0,0,0,0,0,9,13,8,0,3,0,0,39,33,30,26,8,8,0,0,104
SSC70204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,3,0,0,0,29,0,0,0,0,0,0,0,0,12,12,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,15,12,21,7,3,0,0,0,40
SSC70205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,8,3,4,0,0,0,23
SSC70206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,15,9,9,0,0,105,0,0,0,0,0,0,0,0,41,38,15,9,9,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,4,0,9,0,0,41,0,0,0,0,0,0,0,0,13,21,4,0,9,0,0,41,48,56,18,9,18,0,0,147
SSC70207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,73,47,28,21,3,0,258,7,8,0,0,0,0,0,13,92,77,47,28,21,3,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,18,14,0,0,0,92,0,0,0,0,0,0,0,3,21,37,18,14,0,0,0,96,110,117,70,44,22,3,0,364
SSC70208,32,21,15,8,5,3,0,85,17,18,11,6,3,0,0,54,22,12,7,6,5,0,0,53,148,199,97,59,32,4,0,532,9,10,3,6,0,0,0,30,233,260,132,84,47,7,0,764,0,0,0,0,4,0,0,4,0,0,5,3,0,0,0,9,7,3,0,0,0,0,0,17,11,22,17,6,11,0,0,67,8,6,6,0,0,0,0,17,17,32,23,18,12,0,0,107,252,294,153,99,61,4,0,869
SSC70209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8
SSC70210,111,60,31,18,19,4,0,249,7,14,3,3,7,0,0,38,19,26,10,5,11,0,0,77,68,70,42,28,38,6,0,245,0,0,0,0,3,0,0,8,208,168,90,55,68,11,3,610,4,3,3,0,0,0,0,18,4,3,0,3,5,0,4,11,0,3,3,0,0,0,0,7,7,8,9,6,16,0,0,50,0,0,0,0,0,0,0,0,17,18,12,11,25,0,7,91,225,188,105,66,92,15,6,700
SSC70211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,23,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,5,0,0,0,26,0,0,0,0,0,0,0,0,6,11,3,5,0,0,0,32,18,18,10,7,0,0,0,49
SSC70212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,8,13,3,3,3,0,0,32,0,0,0,0,0,0,0,0,18,10,3,3,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,15,15,6,3,11,0,0,52
SSC70213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,25,21,24,0,0,148,0,0,0,0,0,0,0,0,47,39,25,21,24,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,16,11,0,0,0,51,0,0,0,0,0,0,0,0,14,11,16,11,0,0,0,51,61,50,39,34,20,0,0,197
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,8,4,0,0,0,56,0,0,0,0,0,0,0,0,22,21,8,4,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,3,3,7,4,0,0,0,0,17,25,26,14,9,0,0,0,74
SSC70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC70218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,6,10,13,0,0,74,0,0,0,0,0,0,0,0,21,21,6,10,13,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,4,3,0,0,0,38,0,0,0,0,0,0,0,0,14,15,4,3,0,0,0,38,40,40,14,15,15,0,0,116
SSC70219,63,38,20,12,12,3,4,150,3,17,12,4,3,0,0,41,25,15,12,3,7,0,0,64,72,71,40,21,23,3,0,235,0,0,0,0,0,0,0,0,164,136,78,45,48,16,7,487,3,4,3,3,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,13,0,5,5,3,0,36,0,0,0,0,0,0,0,3,17,25,5,8,5,4,0,63,180,159,84,53,51,16,8,557
SSC70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC70221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,9,0,0,0,0,27,0,0,0,0,0,0,0,0,13,6,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,16,7,10,4,3,0,0,36
SSC70222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,7,0,5,10,3,0,0,0,21
SSC70223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,3,3,0,0,0,35,0,0,0,0,0,0,0,0,13,16,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,3,7,0,0,0,40
SSC70224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,14,9,4,4,0,0,43,0,0,0,0,0,0,0,4,13,16,9,9,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,18,19,9,9,4,0,0,60
SSC70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,7
SSC70226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,7,8,0,0,0,51,0,0,0,0,0,0,0,0,11,25,7,8,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,0,0,0,26,3,0,0,0,0,0,0,7,8,9,5,3,0,0,0,33,25,37,21,8,0,0,0,88
SSC70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3
SSC70229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,60,23,13,17,0,0,165,0,0,0,0,0,0,0,0,48,60,23,19,17,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,12,15,3,0,0,93,0,0,0,0,0,0,0,0,25,35,12,15,3,0,0,91,77,99,41,35,21,0,0,263
SSC70230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7
SSC70231,68,44,28,15,15,3,3,173,18,17,9,0,7,0,0,53,14,5,4,3,6,3,0,40,85,65,24,21,36,4,0,229,0,0,0,0,0,0,0,0,184,134,67,38,58,15,3,502,0,6,0,4,3,0,0,18,0,0,0,0,0,0,0,3,3,3,4,0,4,0,0,15,5,13,18,7,17,3,0,63,0,0,0,0,0,0,0,0,11,25,16,20,25,3,3,104,192,156,83,60,86,20,8,606
SSC70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,9,0,3,0,0,48,0,0,0,0,0,0,0,0,18,20,9,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,3,0,0,0,18,0,0,0,0,0,0,0,0,4,11,3,3,0,0,0,18,19,28,12,3,3,0,0,63
SSC70234,98,68,49,25,25,3,0,267,47,24,13,11,8,0,0,107,40,23,13,3,8,0,0,88,238,188,87,53,76,19,3,664,0,0,0,0,0,0,0,3,419,304,156,100,121,18,6,1124,4,8,3,3,3,0,0,16,5,4,0,0,0,0,0,11,0,0,3,0,0,0,0,11,23,22,18,7,14,0,0,90,0,0,0,0,0,0,0,0,28,37,22,12,18,3,0,133,449,345,180,115,134,24,6,1256
SSC70235,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,18,27,10,11,9,0,0,80,0,0,0,0,0,0,0,0,30,34,15,14,10,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,11,34,37,20,14,10,0,0,115
SSC70236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC70237,44,29,18,15,13,4,0,123,5,7,0,0,0,0,0,20,15,3,0,0,4,0,0,30,51,61,24,17,17,0,0,169,0,0,0,0,0,0,0,3,127,103,42,35,33,4,0,349,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,21,29,14,11,13,3,0,88,0,0,3,5,0,0,0,8,30,32,21,18,10,3,0,110,149,139,62,46,52,3,4,459
SSC70238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55,27,13,6,0,0,147,0,0,0,3,0,0,0,3,44,55,27,19,6,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,10,3,0,0,44,0,0,0,0,0,0,0,0,8,13,10,10,3,0,0,44,51,67,39,27,5,0,0,201
SSC70239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,27,16,8,0,0,112,0,0,0,0,0,0,0,0,31,33,27,16,8,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,12,5,3,0,0,59,0,0,0,0,0,0,0,0,16,20,12,5,3,0,0,59,48,48,35,22,11,0,0,169
SSC70240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,15,6,0,0,0,0,29,0,0,0,0,0,0,0,0,6,18,9,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,4,0,0,0,0,23,0,0,0,0,0,0,0,0,12,9,4,0,0,0,0,23,16,25,10,0,3,0,0,59
SSC70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,11
SSC70244,10,3,0,3,0,0,0,12,4,3,0,0,0,0,0,7,4,0,0,0,0,0,0,4,13,11,3,0,3,0,0,27,0,0,0,0,0,0,0,0,27,21,4,3,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,7,0,0,0,0,33,4,0,0,0,0,0,0,6,9,18,7,0,0,0,0,39,36,35,12,8,3,0,0,95
SSC70245,72,52,34,18,20,9,0,199,5,11,0,0,3,0,0,29,21,10,8,7,6,0,0,48,66,69,41,19,25,10,3,228,0,0,0,0,0,0,0,0,162,144,77,46,51,14,7,500,3,11,3,3,4,0,0,19,0,0,0,0,3,0,0,5,0,5,3,0,0,0,0,14,15,9,7,5,7,0,0,44,0,0,0,0,0,0,0,0,20,21,19,10,11,4,0,86,186,167,95,51,63,18,10,591
