SSC_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SSC70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70221,0,0,0,0,3,0,3,7,0,0,7,8,0,19,3,0,0,3,0,0,7,0,0,0,0,7,0,4,4,0,0,5,7,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,27,11,56,0,3,0,4,11,0,12,10,3,0,12,3,0,15,0,3,0,3,0,0,3,5,0,0,7,0,4,13,0,5,0,3,4,0,6,3,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,28,23,7,55,3,3,0,3,15,0,18,16,3,0,14,13,0,31,5,3,0,6,3,3,12,5,0,0,7,6,9,22,4,4,0,11,10,0,24,4,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70222,0,0,0,0,4,3,8,0,0,0,0,8,3,14,4,0,0,4,16,3,19,0,0,0,0,5,3,10,0,0,0,0,6,3,9,0,0,0,0,4,4,10,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,0,12,51,18,78,0,0,0,0,0,0,0,0,3,0,3,7,8,21,3,0,0,5,20,4,31,0,3,0,3,0,0,3,0,0,0,0,4,5,13,0,0,0,0,3,3,12,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,13,46,20,86,0,0,0,0,4,3,10,0,3,0,3,19,13,28,7,0,3,7,35,8,50,0,5,0,5,5,3,16,0,0,0,0,12,5,20,0,3,0,3,12,5,16,0,3,0,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0
SSC70223,0,0,0,0,7,0,4,0,3,0,3,3,0,6,3,0,3,7,3,0,5,4,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,15,13,3,37,0,0,0,3,7,0,9,0,0,0,0,3,0,5,3,4,0,7,0,0,8,3,0,0,3,0,0,7,0,3,0,3,3,0,8,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,20,17,4,43,0,4,0,4,8,0,13,0,3,0,3,9,0,10,4,5,3,14,3,4,20,7,0,0,7,3,0,8,0,3,0,4,3,0,13,0,0,0,0,5,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0
SSC70224,0,4,0,4,8,3,20,3,0,0,6,5,0,11,3,4,0,10,11,0,17,3,3,0,3,11,5,15,5,3,0,6,14,0,24,0,0,0,3,18,4,30,0,0,0,0,10,3,17,0,0,0,0,5,0,8,0,0,0,0,0,0,0,18,16,0,36,84,21,143,0,5,0,3,3,0,11,0,0,0,5,5,3,9,3,4,0,10,9,3,19,8,0,0,9,5,3,18,5,8,0,7,8,3,23,0,0,0,0,18,0,19,0,0,0,0,10,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,20,16,3,35,59,16,117,0,9,0,7,13,3,29,3,3,0,5,12,3,24,6,7,0,17,14,9,36,9,3,0,14,16,7,35,9,8,0,16,22,3,48,3,0,0,4,35,5,51,0,3,0,3,23,3,30,0,0,0,0,9,4,17,0,0,0,0
SSC70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,10,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70226,0,5,0,5,7,0,13,3,0,0,3,6,3,11,10,5,0,16,12,3,26,8,0,0,13,17,20,42,0,6,0,10,6,0,15,0,5,0,4,8,0,17,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,25,0,54,61,23,135,0,0,0,0,8,0,10,3,3,0,3,0,3,9,16,3,0,18,6,0,29,9,7,0,19,6,21,43,3,3,0,12,10,0,15,0,7,0,7,13,0,19,0,0,0,0,3,0,9,0,0,0,0,3,0,10,0,0,0,0,0,0,0,31,28,3,64,55,24,143,0,5,0,5,7,7,19,9,4,0,11,4,4,20,18,9,0,32,16,3,53,19,14,0,30,21,33,92,4,15,0,20,17,0,34,0,16,0,13,20,0,35,0,0,0,0,7,0,6,0,0,0,0,10,0,10,0,0,0,0
SSC70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70228,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,3,0,7,3,0,0,3,3,0,8,3,0,0,3,5,4,12,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,15,21,4,38,0,0,0,0,3,0,3,0,0,0,0,3,0,3,4,0,0,4,3,0,9,3,0,0,3,0,0,3,0,0,0,0,3,0,7,0,3,0,3,0,0,10,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,17,15,7,42,0,0,0,0,3,0,3,0,0,0,0,6,0,9,13,0,0,13,4,3,17,4,4,0,9,3,0,12,3,0,0,7,13,3,22,0,8,0,8,8,3,14,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0
SSC70229,0,13,0,14,17,5,35,9,17,6,32,14,0,44,10,25,11,40,33,0,72,8,22,10,32,19,0,48,3,17,3,20,24,3,46,0,18,0,22,9,3,32,0,8,0,8,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,115,27,163,115,11,285,0,20,0,17,9,3,30,8,12,13,31,13,0,50,15,32,18,65,21,0,87,17,25,11,46,17,3,69,3,31,3,34,16,9,60,0,13,0,12,11,3,29,0,4,0,4,5,0,9,0,3,0,3,3,0,5,0,3,0,3,0,0,3,45,135,49,221,99,15,334,4,28,0,35,28,5,61,15,29,15,61,29,0,90,26,59,29,105,47,0,156,17,43,21,81,39,3,120,3,42,4,54,39,12,109,0,30,0,32,22,3,57,0,9,0,9,11,0,23,0,3,0,3,3,0,4,0,3,0,3
SSC70230,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,13,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,13,3,20,0,0,0,0,8,0,8,0,0,0,0,3,0,3,3,3,0,5,3,0,9,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
SSC70231,0,0,0,0,65,11,80,3,7,0,4,74,11,89,43,5,0,53,215,42,307,97,6,3,103,125,41,270,67,3,4,78,131,37,243,13,10,3,22,144,25,191,3,10,0,11,74,17,107,0,0,0,3,31,3,37,0,0,0,0,6,3,9,222,48,8,283,861,198,1339,0,5,0,5,66,11,86,7,0,0,5,57,18,82,75,12,5,98,208,42,351,130,9,13,148,108,44,301,39,8,9,53,136,32,226,3,32,0,40,141,24,201,0,21,0,21,47,12,78,0,3,0,3,22,9,38,0,0,0,0,12,5,12,260,92,25,375,799,196,1371,0,9,0,9,133,23,165,7,4,0,15,130,32,175,124,19,5,144,425,87,660,223,15,15,254,233,82,574,111,11,9,134,268,75,471,21,39,3,65,283,53,397,3,33,0,33,121,29,184,0,6,0,9,55,11,69,0,0,0,0
SSC70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70233,0,0,0,0,15,0,10,0,0,0,0,6,0,13,4,0,0,4,12,0,21,0,3,0,3,5,0,13,0,0,0,3,6,0,10,0,0,0,0,8,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,16,54,3,72,0,0,0,0,14,0,19,9,0,0,9,5,0,10,6,0,0,6,9,0,13,0,3,0,7,5,0,9,3,0,0,4,8,0,12,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,21,41,3,67,0,0,0,0,25,3,29,7,0,0,7,14,0,28,7,0,0,7,15,3,33,0,7,0,7,18,0,25,4,0,0,4,15,0,19,0,3,0,3,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70234,0,12,0,12,121,9,147,9,11,0,23,120,21,160,144,15,0,157,251,45,451,201,7,8,220,145,36,395,73,7,0,88,137,18,243,4,14,0,21,74,8,101,0,6,0,6,34,3,39,0,0,0,0,14,5,19,0,0,0,0,5,0,8,437,72,13,519,902,141,1560,3,9,0,11,84,6,103,31,6,0,37,104,14,148,228,18,15,264,168,28,456,243,12,4,255,86,19,365,47,17,6,68,135,16,220,8,24,0,31,67,12,120,0,10,0,10,36,3,52,0,0,0,0,6,0,10,0,0,0,0,3,0,6,558,104,22,687,688,111,1486,3,26,0,24,202,21,249,44,17,0,59,217,28,308,369,33,16,418,418,81,914,444,19,14,474,238,58,765,124,21,9,157,274,40,466,15,42,0,53,145,23,218,0,17,0,17,71,4,87,0,0,0,0,21,6,27,0,0,0,0
SSC70235,0,0,0,0,6,3,13,0,0,0,0,7,3,14,12,0,0,16,25,7,43,21,0,0,24,16,12,49,9,0,0,9,34,11,58,3,3,0,4,47,3,59,0,3,0,3,34,15,53,0,0,0,0,3,3,3,0,0,0,0,0,0,0,47,8,0,53,178,64,299,0,0,0,0,9,0,17,5,3,0,6,10,3,17,16,5,0,20,15,11,47,15,0,5,18,18,6,42,7,0,0,13,34,6,53,0,11,0,8,53,10,72,0,0,0,3,17,5,27,0,3,0,3,8,0,11,0,0,0,0,0,0,0,37,20,9,69,171,50,288,0,3,0,3,17,3,26,3,3,0,7,22,5,34,28,9,0,31,39,15,92,30,4,4,43,31,20,90,22,0,0,18,73,19,118,4,8,0,10,98,19,132,0,3,0,8,56,21,80,0,3,0,3,12,3,13,0,0,0,0
SSC70236,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,5,8,0,0,0,0,3,0,7,0,0,0,0,6,5,6,0,3,0,3,10,5,14,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,20,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,3,3,6,0,3,0,3,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,16,13,32,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,6,0,9,14,0,0,0,0,3,0,5,0,0,0,0,7,5,12,0,3,0,3,14,8,27,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
SSC70237,0,8,0,8,56,17,73,0,8,0,9,47,13,67,50,12,3,67,117,35,219,51,9,0,57,68,18,138,36,9,0,44,71,24,143,5,12,0,9,81,20,111,0,5,0,5,37,4,49,0,3,0,3,9,0,16,0,0,0,0,4,0,3,140,59,8,204,484,137,824,0,11,0,6,38,12,60,12,6,0,16,39,13,71,77,14,6,94,75,38,209,78,15,0,95,56,23,170,25,15,0,38,92,19,153,3,18,0,18,88,26,131,0,6,0,6,32,14,49,0,3,0,3,3,0,7,0,0,0,0,3,0,5,192,80,14,284,430,137,855,0,17,0,12,90,22,131,16,12,0,31,84,29,141,123,22,11,158,198,67,424,131,20,0,152,124,39,315,55,24,0,83,165,50,295,8,25,0,30,164,41,238,0,15,0,15,67,20,97,0,7,0,7,14,3,24,0,0,0,0
SSC70238,0,3,3,11,3,15,29,8,5,5,14,3,0,20,21,3,3,29,8,17,55,17,5,3,27,7,0,35,8,12,3,17,9,3,24,0,9,0,7,10,0,17,0,3,0,3,4,0,7,0,3,0,7,0,0,7,0,0,0,0,0,0,0,63,44,18,120,37,38,193,4,7,3,17,3,9,27,8,4,3,20,0,8,26,29,3,6,34,10,12,57,18,9,0,29,4,0,32,4,15,5,26,11,3,39,3,11,0,16,10,0,29,0,6,0,8,3,0,15,3,3,0,5,3,0,8,0,0,0,3,0,0,3,76,58,24,149,53,35,238,7,10,4,24,11,22,56,19,9,12,37,6,13,50,50,5,12,65,17,28,112,34,18,3,57,6,0,69,13,20,7,42,18,3,65,7,20,0,28,21,0,51,3,5,0,16,8,0,20,4,4,0,12,3,0,16,0,0,0,3
SSC70239,0,3,0,5,11,0,24,8,0,0,6,16,0,17,16,11,9,31,11,3,44,8,0,3,21,16,3,37,0,3,4,10,7,3,19,0,8,0,7,15,3,24,0,4,0,3,7,0,11,0,0,0,0,4,5,4,0,0,0,0,0,0,0,41,25,18,84,86,19,184,0,11,7,13,9,4,29,4,5,3,16,4,0,17,28,0,10,37,4,3,48,6,6,9,23,10,5,41,0,8,8,14,12,4,25,0,11,3,19,12,0,31,0,0,0,3,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,4,46,42,38,120,71,15,209,4,15,8,19,20,4,54,9,5,3,22,24,0,38,45,8,20,75,12,8,90,22,7,17,41,33,8,82,0,15,8,23,15,6,48,0,15,8,22,28,5,53,0,3,0,9,8,0,17,0,0,0,0,8,6,12,0,0,0,0
SSC70240,0,0,0,0,4,0,4,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,4,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,9,13,10,22,3,0,0,3,8,4,14,4,0,0,4,14,0,21,0,0,0,0,13,3,15,0,0,0,0,7,7,10,0,0,0,0,0,4,4,0,0,0,0,0,0,0,17,0,0,17,55,24,92,0,0,0,0,3,0,3,0,0,0,0,0,0,3,10,0,4,17,5,7,23,10,0,0,10,4,0,16,3,4,0,7,11,3,18,0,0,0,0,0,4,8,0,3,0,3,0,0,5,0,0,0,0,0,3,5,0,0,0,0,0,0,0,20,5,4,29,26,16,76,0,0,0,0,6,0,6,0,0,0,0,0,3,3,14,0,4,22,13,10,47,9,0,0,9,9,3,29,3,4,0,10,24,5,40,0,0,0,0,15,7,17,0,3,0,3,10,4,17,0,0,0,0,0,4,9,0,0,0,0
SSC70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,7,6,9,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,10,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,16,13,26,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,5,7,16,0,3,0,3,10,4,20,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0
SSC70244,0,0,0,3,18,0,23,0,0,0,0,11,3,14,5,0,0,6,17,3,28,12,0,0,12,15,3,28,8,4,0,7,18,0,30,0,0,0,3,20,0,18,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,38,103,13,154,0,3,0,3,17,0,21,0,4,0,3,8,0,12,10,0,0,8,20,8,40,18,3,0,25,25,7,52,3,6,0,5,20,0,28,0,3,0,3,16,0,20,0,0,0,0,4,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,35,15,0,51,113,23,189,0,9,0,9,35,0,46,0,4,0,8,20,4,30,11,0,0,14,45,9,68,36,3,0,38,37,10,85,8,4,4,15,38,0,59,0,4,0,3,36,0,41,0,0,0,0,4,4,13,0,0,0,0,6,3,4,0,0,0,0
SSC70245,0,3,0,3,56,15,74,6,0,0,8,147,31,182,48,11,0,65,437,89,593,106,3,0,108,198,43,351,45,6,4,56,190,42,291,18,14,0,35,175,30,237,3,9,0,10,77,20,109,0,0,0,0,29,5,35,0,0,0,0,4,0,11,230,48,4,287,1313,271,1875,0,3,0,6,55,8,65,11,4,0,15,133,16,166,101,21,3,121,389,82,592,130,6,0,141,135,47,321,38,19,0,56,158,27,243,10,28,0,34,137,42,216,0,8,0,8,58,10,79,0,0,0,0,27,0,26,0,0,0,0,5,0,13,281,86,7,375,1109,233,1715,3,8,0,9,109,22,139,10,10,0,22,283,44,349,154,29,3,182,827,177,1182,238,14,4,254,329,92,670,84,26,3,110,347,68,527,24,44,0,70,312,71,455,3,18,0,17,139,21,186,0,3,0,3,59,3,62,0,0,0,0
SSC70246,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,4,0,0,0,0,7,0,7,0,0,0,0,0,5,10,3,0,0,3,0,0,3,0,0,0,0,3,0,10,0,0,0,0,6,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
