SSC_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SSC70247,0,0,0,0,8,3,14,0,0,0,0,9,0,14,4,0,0,4,9,6,13,0,0,0,3,7,0,10,0,3,0,7,3,0,10,0,0,0,3,7,0,9,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,20,53,11,83,0,0,0,0,5,0,5,0,0,3,10,10,4,20,3,3,5,12,6,8,20,3,0,0,4,0,0,3,0,0,3,5,0,0,4,0,0,0,0,3,0,7,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,13,30,34,8,74,0,0,0,0,11,3,17,0,3,3,9,20,5,30,7,3,5,13,17,11,39,6,0,3,7,5,0,20,3,3,7,10,4,0,17,0,3,0,6,12,0,16,0,3,0,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0
SSC70248,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,6,7,4,20,7,0,0,6,5,3,16,0,0,0,0,11,0,12,0,0,0,0,3,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,28,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,0,0,13,5,4,24,7,0,0,6,4,3,17,0,0,0,0,11,0,12,0,0,0,0,3,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
SSC70249,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,0,5,0,0,5,4,0,0,4,0,0,3,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70250,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,5,0,8,16,0,0,0,5,0,0,5,0,3,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,13,7,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,7,0,9,12,3,3,0,9,0,0,9,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,18,3,9,26,0,0,0,0,3,0,3,0,0,0,0,0,0,4,5,5,0,11,0,11,24,8,3,0,12,0,0,12,0,6,0,6,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70251,5,8,3,13,68,11,91,7,9,3,21,55,40,115,50,12,5,70,126,49,248,52,3,3,60,98,48,207,25,16,3,44,152,31,222,7,16,0,20,134,41,192,4,14,0,16,66,16,98,0,0,0,0,22,6,26,0,0,0,0,0,0,0,147,79,19,244,726,240,1206,13,17,0,23,51,10,87,27,13,4,42,56,20,119,84,15,11,106,120,30,263,52,11,3,73,94,24,188,21,31,0,55,124,38,215,0,27,3,30,115,20,168,0,9,0,13,43,7,68,0,0,0,3,17,6,28,0,0,0,0,4,3,8,199,122,23,340,629,170,1144,11,28,3,41,121,18,180,33,19,4,64,117,57,233,135,32,15,180,249,78,504,107,15,4,132,188,72,394,50,40,8,92,273,68,443,10,40,3,50,248,64,359,3,23,0,26,115,23,166,0,0,0,3,39,15,56,0,0,0,0
SSC70252,0,3,0,3,3,0,7,3,0,0,0,8,0,10,6,5,0,16,3,0,21,7,0,0,7,6,0,8,3,3,0,3,6,0,8,0,5,0,7,0,0,7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,42,27,0,65,0,3,0,5,3,0,9,6,3,0,8,3,0,14,10,5,0,12,3,0,17,3,0,0,3,3,0,5,0,5,0,4,0,0,6,3,3,0,6,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,47,15,0,65,0,5,0,12,11,0,21,9,3,0,11,10,0,26,16,11,0,30,6,0,40,10,0,0,11,4,0,18,3,8,0,6,8,0,15,3,8,0,11,3,0,13,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
SSC70253,0,0,0,0,25,3,26,0,0,0,0,45,7,53,37,9,0,43,138,40,222,38,3,3,41,71,19,133,24,3,0,27,77,28,130,0,3,0,9,50,14,67,0,0,0,0,30,6,32,0,0,0,0,11,3,12,0,0,0,0,0,0,4,97,19,4,123,448,120,685,0,3,0,3,17,0,18,3,4,0,10,35,20,60,58,5,3,66,137,54,264,40,9,6,57,52,24,129,17,12,0,27,65,18,108,0,8,0,14,78,20,106,0,3,0,0,25,7,35,0,0,0,0,6,0,14,0,0,0,0,3,0,3,122,42,11,176,424,140,740,0,7,0,7,35,6,46,3,4,0,10,82,23,118,97,16,5,116,283,94,486,80,12,5,93,124,45,264,38,13,0,51,145,49,246,3,13,0,15,126,27,170,0,7,0,3,50,12,69,0,0,0,0,18,3,21,0,0,0,0
SSC70254,0,0,0,0,21,8,28,0,0,0,3,21,5,29,12,0,0,12,71,4,82,19,4,0,18,35,4,61,4,0,0,4,41,8,51,0,0,0,0,31,5,39,0,0,0,0,21,4,23,0,0,0,0,6,5,9,0,0,0,0,0,0,0,35,10,0,44,252,32,326,0,0,0,0,10,0,12,3,0,0,3,23,0,27,19,0,0,21,61,3,87,13,3,0,17,44,4,63,9,3,0,10,27,3,40,0,3,0,3,43,6,48,0,3,0,3,14,0,22,0,0,0,0,3,0,5,0,0,0,0,3,0,4,44,18,0,60,234,23,311,0,3,0,3,34,9,42,4,0,0,7,44,4,55,26,4,0,29,130,5,170,30,5,0,39,77,9,125,17,3,0,19,65,11,98,0,3,0,6,72,12,90,0,5,0,5,39,3,46,0,0,0,0,9,7,11,0,0,0,0
SSC70255,0,0,0,3,21,0,26,0,0,0,0,12,4,15,5,0,0,11,24,6,37,18,3,0,19,26,7,56,7,0,0,12,38,5,51,7,0,0,9,28,4,36,0,0,0,3,22,3,28,0,0,0,0,5,3,6,0,0,0,0,3,0,4,43,8,0,53,178,34,267,0,0,0,0,11,0,13,0,0,0,0,10,0,14,15,3,0,16,20,8,47,17,0,0,20,21,10,48,8,3,0,13,28,10,50,0,3,0,9,24,4,36,0,4,0,4,12,3,22,0,0,0,0,4,0,5,0,0,0,0,3,0,3,41,23,3,66,134,39,234,0,0,0,3,33,0,33,0,0,0,0,20,6,23,23,7,0,23,43,16,81,39,3,0,39,43,16,108,16,3,0,25,70,11,100,6,5,0,15,55,11,75,0,3,0,8,42,7,50,0,0,0,0,15,0,18,0,0,0,0
SSC70256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,3,0,0,3,0,0,4,0,3,0,5,3,0,10,3,0,0,4,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,10,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,5,4,0,0,3,3,0,7,0,3,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,10,22,7,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,9,3,0,0,3,7,0,10,4,3,0,6,5,3,16,3,4,0,6,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC70257,0,0,0,3,10,0,15,0,3,0,3,12,5,17,0,4,0,8,3,0,8,4,0,0,4,9,4,12,3,0,0,3,14,3,25,0,0,0,0,10,4,18,0,0,0,0,10,0,10,0,0,0,0,3,4,4,0,0,0,0,0,0,0,12,4,0,16,73,14,108,0,0,0,0,7,0,11,0,0,0,0,3,0,8,3,0,3,7,9,3,20,0,0,0,0,5,0,6,0,0,0,5,11,3,19,3,0,0,3,11,7,18,0,0,0,0,3,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,13,3,3,18,52,15,87,0,0,0,3,14,0,25,0,3,3,6,10,3,19,11,4,3,11,10,6,30,3,0,0,3,13,3,21,6,0,0,3,32,10,42,4,0,0,6,25,7,38,0,0,0,0,14,0,17,0,0,0,0,7,4,12,0,0,0,0
SSC70258,0,0,0,0,16,3,18,0,0,0,3,42,10,61,50,0,0,49,89,27,162,28,0,0,33,31,7,69,9,0,0,16,36,10,57,3,3,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5,3,102,219,62,375,0,0,0,0,14,3,18,3,0,0,8,14,0,27,54,0,4,56,60,8,124,27,0,3,30,14,4,44,9,3,0,10,18,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5,8,105,119,24,246,0,0,0,0,29,4,33,10,3,0,11,59,18,83,98,4,5,109,144,42,293,61,0,5,60,41,10,113,15,3,0,23,58,11,90,3,3,0,4,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70259,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70260,0,5,0,5,4,3,14,0,3,0,3,0,0,3,7,3,0,12,6,8,25,3,4,0,7,9,0,19,0,3,0,7,3,3,14,0,5,0,5,3,0,5,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,39,36,19,87,0,4,0,4,6,0,8,3,0,0,4,4,0,11,9,0,0,16,4,6,27,3,3,0,9,4,0,8,0,8,0,12,4,0,15,0,4,0,5,4,0,9,0,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,0,49,32,19,94,0,5,0,5,7,4,20,5,4,0,8,4,0,16,21,3,0,21,11,21,55,7,10,0,12,8,3,31,4,12,0,16,9,3,30,0,9,0,10,3,3,15,0,5,0,5,10,0,16,0,0,0,0,0,0,0,0,0,0,0
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,0,3,0,3,55,3,68,4,4,0,8,39,7,52,41,3,0,50,136,24,207,93,3,0,94,77,22,191,40,4,3,48,66,16,131,4,14,0,17,110,19,145,3,16,0,15,72,17,102,0,3,0,3,53,9,63,0,0,0,0,27,7,30,187,52,3,239,632,122,998,0,7,0,6,39,8,53,3,0,0,7,53,7,65,60,8,0,67,115,22,198,103,8,7,116,81,16,210,44,19,0,60,94,17,172,5,15,0,27,81,11,115,4,23,0,23,76,10,112,0,3,0,6,54,10,66,0,0,0,0,42,9,50,221,83,12,316,634,114,1054,0,7,0,9,95,15,120,6,10,0,12,91,13,117,103,11,0,111,248,38,405,195,11,7,212,157,34,409,83,24,4,109,161,29,305,9,31,0,45,190,33,265,5,36,0,39,146,25,216,0,4,0,6,102,21,131,0,0,0,0
SSC70263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,16,3,0,0,3,7,0,6,0,0,0,3,3,0,6,0,0,0,0,7,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,33,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,17,3,0,0,3,12,0,10,0,3,0,3,3,0,4,0,0,0,3,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,12,29,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,19,3,31,8,0,0,8,14,0,19,0,0,0,3,10,0,13,3,3,0,9,15,0,19,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70266,0,0,0,0,3,3,10,0,0,0,0,0,0,0,4,0,0,4,11,3,16,3,0,0,3,3,0,7,5,0,0,5,10,4,19,0,0,0,0,9,4,16,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,16,50,12,80,0,0,0,0,3,0,3,0,0,0,0,4,0,6,7,0,0,7,5,0,9,7,0,0,7,0,0,4,0,0,0,3,8,6,15,0,0,0,0,7,0,13,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,18,37,8,61,0,0,0,0,10,3,15,0,0,0,0,7,0,7,7,0,0,7,10,4,22,8,0,0,8,3,0,14,6,0,0,8,20,8,38,3,0,0,3,14,6,22,0,3,0,3,11,3,13,0,0,0,0,3,0,3,0,0,0,0
SSC70267,0,3,0,3,27,9,36,0,0,0,0,16,4,21,0,0,0,3,50,0,54,3,0,0,3,27,4,34,0,0,0,0,17,0,19,0,0,0,3,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,151,17,180,0,0,0,0,12,3,23,4,0,0,4,18,0,29,0,0,0,3,38,3,45,0,4,0,3,27,6,34,0,0,0,3,27,3,35,0,3,0,3,12,3,18,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,22,142,20,192,0,3,0,3,44,11,60,4,0,0,4,40,4,47,3,3,0,4,89,4,98,4,3,0,7,53,9,69,4,0,0,8,42,3,51,0,3,0,9,28,5,34,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,9,0,14,0,0,0,0,7,0,11,0,0,0,3,13,0,10,0,0,0,0,6,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,11,0,0,12,49,6,62,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,4,0,9,5,0,0,3,9,0,9,0,0,0,4,7,0,14,0,0,0,0,9,3,16,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,3,0,17,39,3,58,0,0,0,0,4,0,3,0,0,0,0,6,0,7,6,0,0,6,6,0,17,7,0,0,11,17,0,31,3,0,0,6,14,0,21,0,0,0,3,22,3,32,0,0,0,0,5,0,9,0,0,0,0,10,3,12,0,0,0,0
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,0,0,0,5,0,5,0,0,0,0,4,6,14,0,0,0,0,7,15,23,0,0,0,0,3,6,12,0,0,0,0,4,16,18,0,0,0,0,0,5,11,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,56,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,0,0,0,0,5,4,14,0,0,0,0,0,14,16,0,0,0,0,0,5,6,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,15,31,53,0,0,0,0,3,0,3,0,0,0,0,9,6,14,3,0,0,3,5,26,35,0,0,0,0,6,6,23,0,0,0,0,4,29,32,0,0,0,0,3,11,18,0,0,0,0,4,10,13,0,0,0,0,0,3,3,0,0,0,0
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,0,0,0,0,7,8,0,0,0,0,12,10,16,3,0,0,6,4,11,20,3,0,0,3,5,3,8,0,0,0,0,4,0,5,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,31,24,65,0,0,0,0,0,0,3,0,3,0,3,4,6,17,5,0,0,8,11,6,17,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,0,10,25,17,55,0,0,0,0,0,9,13,0,3,0,3,19,12,33,9,0,3,11,12,13,38,3,0,0,3,8,3,16,0,0,0,0,8,3,9,0,0,0,0,8,4,11,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0
