SSC_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SSC70110,0,0,0,0,63,63,0,0,0,0,63,63,29,0,0,0,55,77,78,0,10,0,49,135,108,9,15,3,35,174,70,3,26,3,12,113,33,5,10,0,3,54,0,0,3,3,0,6,0,0,0,0,0,0,313,24,64,9,271,689,0,0,0,0,58,58,0,0,0,0,29,33,29,4,3,0,36,74,105,0,9,0,42,154,95,3,27,4,28,154,56,3,16,0,3,77,11,0,8,4,0,21,3,0,0,5,0,5,0,0,0,0,0,0,299,12,58,15,199,581,0,0,0,0,123,123,3,0,0,0,92,90,60,4,3,0,94,155,185,6,14,3,88,294,207,12,39,7,62,321,119,6,38,0,18,188,45,5,21,6,0,80,3,3,3,9,0,13,0,0,0,0,0,0,618,32,125,21,473,1268
SSC70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70112,0,0,0,0,109,109,3,0,0,0,100,105,85,8,3,0,166,255,113,12,19,0,82,228,111,20,36,4,74,247,85,6,34,3,39,173,45,4,20,0,18,89,19,0,7,7,3,34,3,3,3,0,0,11,468,54,123,23,590,1256,0,0,0,0,105,105,6,0,0,0,100,109,117,6,6,3,150,281,123,11,22,3,99,266,92,18,38,4,51,200,72,4,34,15,27,163,34,3,23,19,8,90,5,0,5,14,0,25,3,0,0,7,0,12,448,48,142,70,542,1246,0,0,0,0,213,213,13,0,0,0,207,217,197,9,12,3,311,540,233,27,41,4,182,492,194,34,72,5,129,446,162,14,69,23,63,329,83,9,50,19,19,180,22,0,10,21,3,65,7,0,3,9,3,25,911,99,266,89,1134,2498
SSC70113,0,0,0,0,5,5,3,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,3,7,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,13,28,0,0,0,0,0,3,3,0,0,0,0,4,7,0,0,0,3,6,3,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,9,21,0,0,0,0,5,12,5,0,0,0,0,5,6,0,0,0,6,12,5,0,0,0,3,11,3,0,6,0,0,8,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6,0,24,56
SSC70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC70115,6,0,0,0,56,62,20,0,0,0,24,49,58,0,0,0,36,98,51,3,0,0,21,80,48,7,3,0,18,78,23,0,3,4,9,40,7,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,215,10,11,7,174,415,17,0,0,0,44,63,23,0,0,0,30,50,61,3,3,0,38,109,50,8,4,0,25,91,49,3,10,15,23,97,15,0,3,9,3,38,0,0,0,6,0,7,0,0,0,3,0,4,0,0,0,0,0,0,208,17,26,33,169,459,23,0,0,0,102,128,45,0,0,0,56,98,120,3,3,0,81,203,99,12,9,0,51,167,95,8,14,14,43,180,38,0,11,15,17,74,9,0,0,3,3,17,0,0,0,3,0,4,0,0,0,0,0,0,430,24,34,43,347,876
SSC70116,0,0,0,0,70,75,3,0,0,0,95,104,102,7,3,0,143,252,155,7,20,0,59,238,110,8,35,0,25,181,89,0,17,0,3,107,20,0,9,0,0,31,7,0,4,0,0,12,3,0,0,0,0,3,485,18,88,5,403,994,0,0,0,0,86,86,9,0,0,0,85,94,122,3,10,0,124,256,146,0,28,0,49,226,103,7,18,6,22,160,62,11,31,13,4,117,18,3,15,3,0,35,4,0,0,9,0,11,0,0,0,0,0,0,458,30,97,34,368,987,0,0,0,0,155,159,13,0,0,0,184,201,227,6,7,0,262,510,299,11,46,0,108,460,216,19,53,9,45,333,146,12,43,14,7,227,30,3,21,5,0,65,9,0,3,9,0,24,3,0,0,0,0,3,940,55,180,39,765,1983
SSC70117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC70118,4,0,0,0,12,12,4,0,0,0,6,9,21,0,3,0,3,25,7,0,0,0,0,14,0,0,0,0,0,8,11,0,0,0,3,17,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4,4,24,90,0,0,0,0,11,12,5,0,0,0,4,15,16,0,4,0,5,26,11,0,0,0,3,13,5,0,3,0,3,11,6,0,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,3,7,7,30,97,0,0,0,0,18,23,8,0,0,0,7,25,32,0,6,0,11,55,21,0,0,0,8,26,5,0,3,7,6,15,18,0,3,4,3,27,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,98,6,17,15,48,183
SSC70119,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19
SSC70120,0,0,0,0,13,13,0,0,0,0,0,0,12,0,0,0,7,13,6,0,0,0,0,8,5,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,21,51,0,0,0,0,9,9,0,0,0,0,0,0,7,0,0,0,0,11,14,0,0,0,4,13,4,0,0,3,0,6,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5,14,52,3,0,0,0,18,19,0,0,0,0,0,3,19,0,0,0,7,27,16,0,0,0,9,24,8,0,0,6,5,16,4,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,7,38,98
SSC70121,0,0,0,0,0,0,7,0,0,0,13,19,0,0,0,0,3,3,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,21,40,0,0,0,0,0,0,7,0,0,0,9,12,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,16,0,5,3,14,29,0,0,0,0,0,0,9,0,0,0,21,35,0,0,0,0,7,8,3,4,3,0,0,11,3,0,0,0,0,5,5,0,0,0,0,4,6,0,0,0,0,6,0,0,0,3,0,7,0,0,0,0,0,0,24,3,4,3,32,73
SSC70122,0,0,0,0,4,4,0,0,0,0,6,6,15,0,0,0,9,21,9,0,0,0,0,13,5,0,0,0,0,10,4,0,3,0,3,13,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,5,5,3,26,72,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,3,19,4,0,0,0,3,10,4,0,0,0,5,13,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,14,49,3,0,0,0,10,11,0,0,0,0,6,6,26,0,0,0,12,39,14,0,0,0,7,17,11,0,4,0,7,20,9,0,3,0,3,15,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,61,5,9,3,46,118
SSC70123,0,0,0,0,55,55,0,0,0,0,32,31,41,0,3,0,83,132,91,4,5,0,48,155,74,11,21,0,54,161,55,4,10,0,21,83,20,6,9,3,3,40,13,0,5,0,0,16,0,0,0,0,0,0,297,22,50,3,295,668,0,0,0,0,41,41,3,0,0,0,37,40,68,0,3,0,70,139,100,7,11,0,30,145,75,10,22,10,34,138,44,4,13,6,8,74,19,3,6,5,5,35,4,0,0,3,0,11,0,0,0,0,0,0,303,25,58,24,225,630,0,0,0,0,95,95,3,0,0,0,67,71,110,4,4,0,154,269,187,13,16,0,85,297,153,17,42,10,87,301,97,10,23,6,25,159,34,10,14,7,6,79,20,0,5,3,0,27,0,0,0,0,0,0,604,44,102,26,515,1298
SSC70124,3,0,0,0,28,32,12,0,0,0,11,23,38,0,0,0,12,45,16,0,0,0,11,24,34,4,0,0,7,48,13,0,0,0,6,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,111,4,3,3,75,199,7,0,0,0,13,21,17,0,0,0,7,30,26,3,0,0,31,61,31,3,0,3,15,48,35,6,0,7,16,68,13,4,3,7,3,27,0,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,125,13,4,18,94,258,9,0,0,0,40,52,25,0,0,0,24,53,62,3,0,0,42,103,45,0,0,3,25,75,73,11,3,6,22,112,27,4,5,5,7,43,0,0,3,8,3,15,0,0,0,0,0,3,0,0,0,0,0,0,241,21,8,25,167,457
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,4,0,0,0,83,87,61,5,0,0,355,426,180,13,7,0,295,497,137,9,6,0,111,268,109,10,5,5,55,180,38,3,8,0,20,66,7,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,536,48,34,11,915,1544,0,0,0,0,7,6,3,0,0,0,45,50,18,0,0,0,32,54,22,0,0,0,16,38,22,0,9,0,6,38,16,0,4,0,3,26,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,87,3,12,5,118,226,5,0,0,0,87,96,65,5,0,0,402,477,204,18,7,0,331,555,154,11,6,0,128,310,128,10,13,5,63,220,54,4,9,0,19,92,14,0,0,0,3,24,0,0,0,3,0,3,0,0,0,0,0,3,631,51,43,13,1035,1766
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,0,0,0,0,120,120,8,0,0,0,165,172,172,18,13,0,582,791,383,18,35,0,323,765,410,41,95,3,162,712,270,27,84,5,76,460,122,10,39,10,24,198,28,3,13,5,3,52,7,0,0,3,3,11,1391,114,280,27,1465,3274,0,0,0,0,87,86,7,0,0,0,75,78,51,3,5,0,104,161,118,6,12,3,78,220,198,11,40,3,58,312,170,3,39,13,39,266,86,0,9,13,8,121,8,0,3,18,0,29,3,0,0,6,0,11,641,32,115,51,440,1290,0,0,0,0,202,203,12,0,0,0,237,251,223,16,23,0,688,956,497,33,50,3,401,981,604,52,138,6,224,1022,445,33,122,18,117,731,208,10,47,21,30,321,39,3,12,23,5,79,6,0,0,10,3,21,2036,145,396,83,1908,4559
SSC70130,7,0,0,0,23,30,40,0,0,0,55,99,131,6,3,0,78,218,91,9,4,0,50,160,51,0,4,0,23,76,15,3,3,3,18,47,4,0,0,0,0,8,3,0,0,3,0,5,0,0,0,0,0,0,341,26,18,9,248,637,0,0,0,0,8,9,3,0,0,0,15,18,6,0,0,0,31,40,9,0,0,0,21,32,7,3,3,0,16,28,8,0,3,0,19,31,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,49,4,3,0,107,164,3,0,0,0,29,36,46,0,0,0,68,116,141,11,3,0,105,254,104,9,5,0,72,197,52,8,4,0,34,104,24,3,5,3,41,75,8,0,6,0,0,14,6,0,0,3,0,8,0,0,0,0,0,0,390,33,24,9,351,798
SSC70131,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,6,0,0,0,0,3,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,3,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,3,3,0,0,0,5,6,3,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,4,3,0,15,34,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,7,11,6,0,0,0,0,7,3,0,0,0,5,15,4,0,0,0,8,9,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,21,8,3,0,29,60
SSC70132,0,0,0,0,170,174,0,0,0,0,117,121,90,3,9,0,181,286,168,5,24,0,128,321,227,17,44,3,119,409,147,13,55,0,66,278,100,17,34,9,17,178,13,0,5,3,4,30,0,0,0,3,0,6,753,59,169,20,799,1799,0,0,0,0,124,124,3,3,0,0,102,106,120,9,9,0,149,284,207,12,25,4,77,326,211,10,50,10,85,369,146,5,44,12,30,244,69,9,14,31,4,127,6,0,4,22,0,34,0,0,0,5,0,12,774,53,152,81,564,1626,3,0,0,0,293,295,9,3,0,0,219,231,209,9,25,0,329,572,379,21,51,3,199,649,440,28,87,9,205,777,296,24,103,13,91,525,174,28,49,41,20,305,17,0,6,25,9,62,3,0,0,13,0,17,1526,117,318,101,1365,3428
SSC70133,0,0,0,0,20,20,0,0,0,0,12,12,3,0,0,0,14,17,13,4,0,0,7,24,29,0,10,6,16,59,26,3,5,0,10,43,9,3,3,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,85,10,18,8,78,197,0,0,0,0,18,18,0,0,0,0,17,14,7,0,0,0,17,24,16,3,0,0,13,28,43,0,9,0,6,54,25,5,8,3,10,45,0,0,0,0,0,4,0,0,3,3,0,5,0,0,0,0,0,0,86,10,13,12,74,189,0,0,0,0,35,35,0,0,0,0,31,30,7,4,0,0,23,38,26,3,0,0,22,55,72,4,13,10,17,118,52,5,12,5,22,90,14,3,3,0,0,22,3,0,0,3,0,7,0,0,0,0,0,0,170,21,34,19,145,389
SSC70134,0,0,0,0,0,3,0,0,0,0,18,18,6,0,0,0,9,14,3,0,0,0,0,7,4,0,0,0,0,6,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,4,30,51,0,0,0,0,5,5,3,0,0,0,17,21,6,3,0,0,3,13,6,0,0,0,0,4,0,0,0,0,0,7,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,26,60,0,0,0,0,3,4,3,0,0,0,40,40,13,3,0,0,15,30,14,0,0,0,0,14,3,0,0,0,0,7,8,0,3,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,3,3,4,53,117
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,0,0,0,0,27,27,0,0,0,0,33,38,32,0,0,0,47,86,40,3,12,0,52,110,54,11,12,0,30,110,31,4,12,0,12,65,9,0,8,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,172,19,44,3,205,446,0,0,0,0,17,17,3,0,0,0,23,28,41,0,0,0,59,102,40,5,14,0,27,86,39,11,15,0,21,86,19,3,10,0,4,41,7,0,3,3,3,19,0,0,0,3,3,3,0,0,0,0,0,0,158,20,37,4,159,380,0,0,0,0,41,41,5,0,0,0,59,65,72,0,0,0,110,188,87,8,22,0,82,194,90,23,30,0,48,195,52,12,27,0,14,107,14,0,11,3,3,27,4,0,0,3,3,6,0,0,0,0,0,0,330,43,86,12,364,821
SSC70137,0,0,0,0,19,19,3,0,0,0,10,11,17,0,0,0,3,19,17,0,0,0,0,20,17,0,0,0,4,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,3,27,90,4,0,0,0,14,22,7,0,0,0,3,12,16,0,0,0,3,20,18,0,0,4,3,24,10,4,0,0,6,20,5,0,0,4,0,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0,17,34,116,3,0,0,0,30,40,16,0,0,0,6,24,33,0,0,0,6,35,35,0,3,4,4,51,28,4,0,0,9,37,3,0,0,8,0,13,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,117,4,5,18,63,206
SSC70138,0,0,0,0,47,47,3,0,0,0,43,52,22,0,0,0,66,91,78,10,9,0,67,163,67,5,15,0,42,136,48,4,12,0,26,81,44,9,7,3,3,68,16,0,6,0,0,34,0,0,0,0,0,3,286,30,52,7,291,673,0,0,0,0,54,54,6,0,0,0,33,34,44,3,0,0,65,122,79,3,9,0,49,141,68,11,29,0,35,155,52,11,12,3,19,103,43,0,12,11,3,70,7,0,0,12,0,24,0,0,0,4,0,4,302,37,72,28,257,701,0,0,0,0,101,101,14,0,0,0,76,89,67,3,3,0,139,212,158,10,18,0,108,297,134,19,49,5,80,290,102,12,25,3,40,180,85,8,22,11,8,138,26,4,12,12,0,50,3,0,0,4,0,10,590,67,126,37,552,1371
SSC70139,0,0,0,0,37,36,10,0,0,3,123,137,115,6,3,0,153,275,116,5,7,0,33,160,48,0,4,0,11,62,16,3,3,0,0,26,7,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,317,18,15,3,357,712,0,0,0,0,48,48,19,0,0,0,116,137,126,10,7,0,127,264,114,7,14,0,38,176,27,9,12,0,19,62,18,5,3,9,3,39,5,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,309,29,40,11,343,729,0,0,0,0,86,85,25,0,0,3,244,274,237,12,9,0,285,546,235,12,24,0,69,330,74,10,12,3,24,123,38,11,3,7,3,63,13,0,3,3,6,24,0,0,0,0,0,0,0,0,0,0,0,0,627,42,55,18,705,1445
SSC70140,3,0,0,0,9,15,4,0,0,0,10,19,6,0,0,0,19,29,10,0,3,3,15,29,12,0,4,0,10,31,3,0,3,0,3,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,4,14,3,68,138,4,0,0,0,7,12,9,0,0,0,8,15,8,0,3,0,19,33,10,0,0,0,4,15,11,0,6,5,11,22,5,0,0,0,0,11,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,9,5,51,117,7,0,0,0,24,26,13,0,0,0,22,31,19,0,3,0,38,62,19,0,3,3,19,39,21,0,12,5,17,57,10,0,3,0,3,20,7,0,3,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,95,4,22,10,116,250
