SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,0,0,4,0,6,0,0,0,0,4,3,5,0,0,4,0,5,0,0,4,5,0,0,0,8,0,0,0,0,0,0,3,0,0,3,3,3,0,0,8,0,0,0,0,3,19,20,18,3,56
SSC70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,5,0,19
SSC70244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,3,3,0,0,3,0,3,3,0,3,0,7,0,3,0,0,3,0,0,0,0,3,5,5,0,0,6,0,3,3,0,4,3,3,0,0,5,9,3,0,0,19,3,3,0,0,4,0,0,0,0,0,4,4,0,0,5,5,3,0,0,5,9,3,3,0,13,0,3,3,0,5,43,34,25,6,102
SSC70245,3,0,0,0,3,0,0,3,0,3,0,0,3,0,4,0,0,3,0,3,11,0,4,0,18,0,0,4,0,7,6,5,9,5,24,8,5,5,0,15,21,8,8,0,38,31,23,10,0,60,27,22,13,0,63,34,19,4,0,58,73,50,17,3,138,69,32,5,3,102,64,27,0,0,94,37,19,6,0,67,76,74,4,0,150,47,32,12,0,92,11,6,0,0,15,495,330,109,16,954
SSC70246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9
SSC70247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,15,20,7,0,41
SSC70248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC70249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6
SSC70250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,6,0,18
SSC70251,0,0,3,0,3,4,3,4,0,7,0,3,6,0,9,0,0,8,0,8,9,15,14,0,42,4,5,10,0,27,15,4,4,4,39,11,12,15,3,46,13,16,10,0,38,16,12,7,0,36,7,8,7,0,23,17,23,8,3,43,28,21,4,0,64,28,24,0,3,59,11,22,3,0,34,11,7,0,0,20,15,12,0,0,27,23,28,15,3,69,3,16,6,0,27,233,232,135,22,622
SSC70252,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,6,0,0,5,0,3,0,0,3,0,10,0,0,10,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,32,6,0,40
SSC70253,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,4,0,0,3,0,3,3,0,5,0,6,3,0,8,0,18,8,3,9,0,22,3,4,3,3,15,10,10,0,0,23,10,8,3,0,26,22,22,9,0,54,20,28,0,0,50,16,14,0,0,27,5,6,0,0,12,3,3,0,0,6,7,17,8,0,29,0,4,3,0,13,121,126,65,12,316
SSC70254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,4,0,3,0,10,8,0,0,0,11,10,0,0,0,10,16,9,3,3,33,8,6,0,0,19,8,3,0,0,18,16,4,0,0,22,23,11,0,0,33,14,7,0,0,16,0,0,0,0,0,109,43,15,3,177
SSC70255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,3,0,0,0,4,4,0,4,0,4,0,3,0,0,9,4,3,0,0,5,0,0,0,0,3,7,0,0,0,8,9,13,4,0,20,0,4,0,0,10,0,6,0,0,7,0,10,0,0,10,9,16,3,0,24,6,3,0,0,12,0,0,0,0,3,49,56,21,0,133
SSC70256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,11
SSC70257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,9,0,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,6,21,13,11,0,45
SSC70258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,5,4,9,0,0,10,7,11,0,0,18,7,16,0,0,19,9,27,0,0,40,11,21,0,0,38,4,3,0,0,7,3,10,0,0,10,3,3,0,0,7,4,10,0,0,20,0,0,0,0,0,52,113,4,0,175
SSC70259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4
SSC70260,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,5,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,5,11,20,9,3,44
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,8,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,4,0,8,0,10,0,3,3,0,7,10,3,4,0,15,9,4,3,0,18,22,7,13,0,41,21,14,6,0,42,9,12,7,0,30,11,20,14,0,43,32,40,10,3,85,28,27,5,3,56,16,27,3,0,49,10,24,0,0,32,18,47,0,3,67,18,35,21,0,73,4,0,3,0,6,223,262,102,11,588
SSC70263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,0,3,0,0,5,0,3,0,0,3,4,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,3,0,31
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC70266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,4,0,4,0,0,6,0,0,0,0,0,20,20,4,0,43
SSC70267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,0,6,3,0,11,0,3,0,0,5,0,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,12,37,22,0,65,22,52,30,0,113
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,4,0,0,0,4,0,0,0,0,7,0,0,0,0,3,3,0,0,0,7,3,7,0,0,11,0,0,0,0,0,19,16,3,0,42
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,4,0,0,10
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,6,8,0,0,20
SSC70274,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,0,3,0,7,5,3,5,0,9,11,3,10,0,19,13,0,4,0,22,21,7,0,0,26,5,5,5,0,15,6,16,0,0,22,28,35,4,0,70,15,22,0,0,40,29,28,4,0,57,17,22,4,0,44,28,41,7,0,75,5,34,6,0,45,11,0,3,0,10,205,223,67,3,491
SSC70275,0,0,3,0,5,5,12,7,0,26,3,33,26,3,66,0,4,9,0,11,16,26,10,0,52,3,32,23,0,53,3,26,6,0,31,3,28,8,0,35,0,17,8,0,22,0,6,5,0,15,0,7,0,0,14,3,4,0,0,12,9,9,0,0,12,6,3,0,0,9,0,0,0,0,6,3,0,0,0,3,3,3,0,0,6,6,18,7,3,41,3,10,0,0,10,70,235,118,13,430
SSC70276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,3,3,0,0,0,3,5,0,0,0,8,3,0,3,0,10,3,3,0,0,8,3,0,0,0,4,4,4,0,0,9,8,3,3,0,16,6,3,0,0,8,9,3,0,0,10,0,4,0,0,4,10,3,0,0,16,10,14,5,0,24,3,0,0,0,3,77,44,13,0,130
SSC70277,4,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,0,4,0,17,3,0,6,0,13,13,4,4,0,21,8,9,3,0,18,12,9,15,0,36,14,16,7,0,43,19,21,3,0,41,9,14,7,0,28,28,33,6,0,65,12,26,7,0,44,21,22,3,0,43,3,14,3,0,20,13,31,0,0,43,22,37,10,0,67,3,4,3,0,9,182,250,88,4,523
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,7,4,10,14,0,24
SSC70280,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,6,0,0,0,6,0,0,0,0,8,12,0,6,0,24,4,6,8,0,20,14,9,5,0,25,6,6,3,0,23,10,3,6,0,17,4,7,3,0,24,19,23,8,0,51,12,28,8,0,52,16,21,3,0,43,4,16,0,0,28,22,48,0,0,71,10,32,9,0,48,3,0,3,0,6,148,223,78,7,452
SSC70281,0,0,0,0,0,0,0,0,0,4,0,0,5,0,10,0,0,4,0,4,8,4,5,0,15,0,7,3,0,10,0,3,0,0,3,6,14,3,0,17,0,3,0,0,3,0,7,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,10,3,0,9,23,47,29,6,97
SSC70282,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,15,5,0,24
SSC70283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,0,20
SSC70284,0,0,0,0,3,0,3,0,0,5,0,5,9,0,16,0,3,0,0,0,8,6,8,0,19,0,3,3,0,6,3,8,0,0,14,0,3,0,0,7,0,3,0,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,18,6,15,7,0,27,29,66,28,5,131
SSC70285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,10,10,5,0,0,10,0,0,0,0,0,4,3,0,0,8,0,0,0,0,3,7,3,0,0,10,6,3,0,0,10,0,0,0,0,0,32,17,7,0,58
SSC70286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,0,9,0,0,14,0,5,6,0,16,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,19,32,14,3,68
SSC70288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,3,4,0,0,0,3,0,6,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,3,27
SSC70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,17,7,0,20
SSC70290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,23,4,0,3,31
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,0,0,3,0,3,0,0,0,0,3,0,0,3,0,7,0,0,7,0,10,8,0,8,3,21,0,0,11,0,14,11,12,18,3,44,6,7,16,0,32,12,9,12,0,43,10,19,9,0,38,13,22,13,0,49,16,22,10,3,52,47,50,18,0,119,34,38,11,0,75,20,42,0,0,67,10,35,0,0,44,17,68,0,0,87,27,52,6,0,92,6,4,10,3,26,241,388,166,14,817
SSC70293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,10,0,0,0,0,8,7,0,0,0,4,11,3,0,0,12,13,17,5,0,41,25,3,0,0,30,11,5,0,0,21,17,14,0,0,26,26,12,0,0,37,14,11,3,0,24,5,0,0,0,4,130,75,16,8,227
SSC70294,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,5,0,8,3,0,10,0,15,10,5,9,3,19,14,5,12,0,26,12,6,8,0,29,9,11,9,0,29,14,17,5,0,36,16,18,4,0,39,22,48,11,0,88,23,36,10,0,78,22,45,5,0,72,18,29,0,0,49,18,46,3,0,70,22,38,12,0,70,3,8,9,0,19,214,309,122,10,653
SSC70295,0,0,4,3,5,9,13,12,0,40,11,24,16,5,52,0,3,9,3,13,7,17,7,3,28,8,10,7,0,30,5,23,11,9,39,6,10,12,0,23,9,19,3,6,34,3,10,3,0,17,0,3,0,0,8,0,3,0,0,6,3,3,0,0,5,3,0,0,0,4,5,0,0,0,5,0,0,0,0,3,8,4,3,0,15,3,15,8,0,23,0,7,0,3,12,84,163,96,31,376
SSC70296,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,3,0,0,3,0,0,0,0,3,0,3,3,0,3,4,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,11,0,39
SSC70297,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,0,0,0,0,0,4,8,0,0,8,0,0,3,0,9,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,3,14,31,7,0,57
SSC70298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70299,0,4,4,0,5,4,3,4,0,12,0,3,12,0,17,0,0,4,0,4,3,12,5,0,22,0,3,0,0,5,0,4,9,0,11,0,7,3,0,9,0,8,4,0,18,0,10,0,0,6,0,7,3,0,8,0,3,3,0,5,4,3,5,0,8,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,6,7,0,14,0,0,0,0,0,25,81,59,8,168
