SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC70210,187,3,75,0,0,265,176,0,127,0,7,314,62,15,392,3,12,485,7,0,47,0,0,52,45,18,156,0,4,220,0,4,0,0,0,9,7,0,17,0,0,24,3,0,3,0,0,12,127,36,618,8,13,798,3,0,4,0,0,5,12,0,31,0,0,45,511,44,854,8,19,1433
SSC70211,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,0,0,0,10,3,3,0,0,18,0,0,0,0,0,0,3,4,0,0,0,8,3,0,0,4,0,5,0,0,0,0,0,0,14,6,3,4,3,28,0,0,0,0,0,0,0,0,0,3,0,3,14,6,3,17,3,46
SSC70212,27,0,0,12,0,39,41,0,0,4,0,42,6,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,15,0,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,3,84,0,0,24,0,105
SSC70213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,14,25,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,77,17,25,0,0,124,0,0,0,0,0,0,10,6,0,0,0,14,86,25,25,0,0,137
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC70215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,10,3,0,0,0,0,5,53,3,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3,51,3,3,0,0,61
SSC70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC70217,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,11
SSC70218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,60,0,0,0,0,64,3,0,0,0,0,3,0,0,0,0,0,0,61,0,3,0,0,69
SSC70219,76,18,34,0,0,128,118,16,84,0,0,216,61,35,253,0,0,355,4,20,23,0,0,52,24,14,48,0,0,92,0,0,3,0,0,4,7,3,107,0,0,117,4,3,11,0,0,10,106,78,442,0,3,630,3,0,4,0,0,8,11,7,14,0,0,29,308,118,578,0,8,1007
SSC70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC70222,7,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,18,0,0,3,0,21
SSC70223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC70224,25,0,0,6,0,31,11,0,0,0,0,13,3,3,0,0,0,7,19,0,7,0,0,20,8,0,0,0,0,16,3,0,0,0,0,3,3,0,0,7,0,12,4,0,0,0,0,6,46,7,9,10,0,60,3,0,0,0,0,5,3,0,0,3,0,9,83,7,7,14,0,112
SSC70225,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11
SSC70226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,6,0,0,54,0,0,0,0,0,0,8,0,0,0,0,6,9,0,0,0,0,12,0,0,0,0,0,0,65,0,13,0,0,72,3,0,0,0,0,3,6,0,4,0,0,10,74,0,13,0,0,90
SSC70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7
SSC70228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,11
SSC70229,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,19,0,0,0,82,0,0,0,0,0,0,7,0,0,0,0,7,25,5,0,0,0,31,0,0,0,0,0,0,98,23,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,103,23,0,0,0,124
SSC70230,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,10
SSC70231,141,0,64,7,0,213,186,3,95,11,0,292,58,16,299,6,0,375,20,0,7,0,4,29,37,3,119,0,0,165,0,0,0,0,0,0,4,0,15,0,0,20,0,0,4,0,0,4,126,17,442,11,3,594,3,0,0,0,0,4,18,0,35,0,0,53,468,18,634,28,4,1150
SSC70232,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10
SSC70233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,29,0,0,0,0,0,0,8,0,0,0,0,8,31,3,0,0,0,34
SSC70234,69,14,0,0,0,83,347,60,13,0,0,414,235,107,66,0,0,415,8,13,0,0,0,25,74,44,7,0,0,122,0,0,0,0,0,0,113,9,37,0,0,160,10,3,0,0,0,14,447,181,111,0,0,738,0,0,0,0,0,11,26,4,7,0,0,38,884,254,137,0,0,1281
SSC70235,39,3,0,63,0,102,43,20,0,7,0,63,10,22,0,4,0,37,0,4,0,0,0,4,23,9,0,7,0,33,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,33,35,0,23,0,87,0,0,0,3,0,0,0,8,0,3,0,16,119,60,0,94,0,277
SSC70236,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,4,0,22
SSC70237,48,20,0,0,0,68,203,61,3,0,0,267,54,87,19,0,0,157,56,37,3,0,0,95,26,16,3,0,0,47,5,0,0,0,0,5,14,17,0,0,0,30,0,0,0,0,0,0,154,154,31,0,0,331,0,0,0,0,0,0,16,15,3,0,0,36,422,245,36,0,0,703
SSC70238,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,3,0,0,0,0,4,65,0,0,0,0,72,26,0,0,13,0,37,8,0,0,0,0,10,99,0,0,12,0,117
SSC70239,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,0,0,80,0,0,0,0,0,0,12,5,0,0,0,16,5,8,0,0,0,12,7,0,0,0,0,7,96,18,0,0,0,111,0,0,0,0,0,0,3,0,0,0,0,3,103,18,0,0,0,120
SSC70240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,20,0,0,4,0,19,41,0,0,0,0,41,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,3,0,76
SSC70243,8,0,0,0,0,8,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21
SSC70244,3,0,0,0,0,5,14,10,0,0,0,29,4,13,0,0,0,19,23,6,0,0,0,25,8,3,0,0,0,8,15,0,0,0,0,15,4,8,0,0,0,13,3,3,0,0,0,3,48,40,0,0,0,89,0,0,0,0,0,0,5,0,0,0,0,5,79,49,0,0,0,129
SSC70245,122,32,51,18,0,226,124,89,123,0,0,337,68,137,385,0,3,597,3,12,7,0,0,20,40,81,105,0,0,227,0,0,3,0,0,4,3,11,36,0,0,49,3,3,4,0,0,12,126,240,530,0,3,902,0,0,0,0,0,7,8,15,15,10,3,47,387,374,714,31,7,1513
SSC70246,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,12,0,0,0,0,14
SSC70247,0,0,0,4,0,4,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,3,0,0,0,10,0,0,0,0,0,0,25,3,0,0,0,23,4,0,0,0,0,4,0,0,0,5,0,3,29,3,0,17,0,43
SSC70248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC70249,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC70250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC70251,98,4,4,12,0,122,130,0,8,0,0,135,28,5,26,0,0,64,135,19,38,0,0,189,62,3,26,7,0,108,22,0,5,0,0,31,88,8,38,4,3,141,19,0,3,0,0,21,359,31,139,11,4,552,9,0,0,3,0,14,30,3,9,4,0,44,632,44,158,31,4,865
SSC70252,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,34
SSC70253,33,10,3,0,0,47,79,99,3,0,0,177,32,124,40,0,0,196,11,20,4,0,0,38,19,35,5,0,0,57,6,0,0,0,0,8,3,13,13,0,5,37,0,3,0,0,0,6,71,195,58,0,4,334,3,0,0,0,0,4,11,5,4,0,0,24,200,315,69,0,9,590
SSC70254,7,25,0,0,0,31,3,59,8,0,0,73,0,81,26,0,0,110,0,4,20,0,0,28,0,29,6,0,0,38,0,0,0,0,0,0,0,23,4,3,0,21,0,3,0,0,0,3,3,137,55,4,0,200,0,0,0,0,0,3,0,3,0,0,0,9,7,224,70,9,0,313
SSC70255,29,4,0,0,0,37,46,11,0,0,0,62,5,15,0,0,0,25,3,20,43,0,0,65,9,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,46,49,0,0,117,0,0,0,0,0,0,3,0,7,0,0,15,106,69,56,0,0,226
SSC70256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,15,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,27
SSC70257,6,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,7,8,0,0,0,0,6,12,0,0,3,0,23,4,0,0,0,0,4,39,0,0,5,0,45,0,0,0,0,0,3,0,0,0,0,0,0,49,0,0,16,0,71
SSC70258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,157,0,0,0,0,0,0,180,0,0,0,0,181,0,0,0,0,0,0,6,0,0,0,0,6,178,0,0,0,0,186
SSC70259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,3,0,11
SSC70260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,0,40,0,0,0,0,0,0,4,0,0,0,3,3,38,0,8,0,3,47
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,158,21,10,0,0,186,222,0,26,0,0,248,68,0,70,0,0,141,36,0,0,0,0,38,65,3,31,0,0,95,3,4,0,0,0,9,8,0,0,0,3,15,0,0,0,0,0,4,187,14,100,0,3,300,0,21,0,0,0,27,15,0,3,0,0,20,582,62,134,0,3,781
SSC70263,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,3,6,0,0,0,0,6,41,0,0,0,0,41
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70265,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC70266,10,0,0,10,0,15,23,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,3,45,0,0,11,0,55
SSC70267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,9,0,0,0,73,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,0,13,0,0,0,0,0,0,70,14,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,74,10,0,0,0,84
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,11,0,0,0,0,11,31,0,0,0,0,32,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,3,51
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,15,16
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,5,0,0,0,0,5,19,0,0,0,0,21,0,0,0,0,0,0,3,0,0,3,0,4,27,0,0,3,0,30
SSC70274,148,0,0,41,0,196,262,0,0,3,0,263,35,0,0,0,0,39,0,0,0,0,0,0,58,0,0,0,0,63,0,0,0,0,0,0,0,0,0,6,0,10,3,0,0,0,0,3,99,0,0,11,3,116,3,0,0,0,0,3,16,0,0,0,0,13,526,0,0,58,3,588
SSC70275,4,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,155,46,0,0,0,200,0,0,0,0,0,0,18,10,0,0,0,24,31,17,0,4,0,46,5,3,0,0,0,13,208,69,3,8,0,288,0,0,0,0,0,5,7,9,0,0,0,18,224,87,3,7,0,317
SSC70276,54,0,0,4,0,55,89,0,0,0,0,90,5,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38,0,0,0,0,0,0,7,0,0,0,0,7,189,0,0,4,0,190
SSC70277,132,5,0,0,0,131,204,12,0,0,0,216,48,30,3,0,0,86,45,3,0,0,0,46,41,38,3,0,0,84,3,0,0,0,0,3,9,9,0,0,0,19,3,3,0,0,0,3,143,84,10,0,0,237,3,0,0,0,0,3,20,0,0,0,0,20,494,108,10,0,0,612
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,28
SSC70280,136,0,3,4,0,150,208,6,4,3,3,226,45,6,3,0,0,47,23,0,30,0,0,56,39,0,3,0,0,41,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,111,6,35,0,0,154,0,0,0,0,0,0,23,0,3,0,0,27,480,12,45,9,3,552
SSC70281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,0,0,46,0,0,0,0,0,0,13,0,0,0,0,14,11,0,0,0,0,7,0,0,0,0,0,0,62,9,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,3,63,9,0,0,0,71
SSC70282,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,12,0,0,3,0,16,11,0,0,0,0,8,0,0,0,0,0,0,22,0,0,11,0,34
SSC70283,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,18
SSC70284,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,10,0,45,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,13,0,63,7,0,0,0,0,7,4,0,0,3,0,11,68,0,0,15,0,85
SSC70285,18,0,0,21,0,43,18,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,3,0,10,0,17,0,0,0,0,0,3,0,0,0,4,0,6,49,0,0,41,0,85
SSC70286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70287,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,0,5,41,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,3,55
SSC70288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,24
SSC70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8
SSC70290,0,0,0,26,3,29,0,0,0,0,3,4,0,0,0,7,0,6,0,0,0,0,0,0,10,3,0,3,6,15,0,0,0,0,0,0,3,0,0,22,0,22,0,0,0,0,0,0,14,3,0,30,10,50,0,0,0,0,0,0,0,0,0,3,0,8,10,3,3,58,11,92
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,96,0,0,0,0,99,450,31,3,0,0,488,148,31,0,0,0,179,45,100,16,0,0,164,77,12,4,0,0,87,0,0,0,0,0,0,5,0,0,0,0,7,5,0,0,0,0,5,278,144,19,0,0,445,3,0,0,0,0,3,25,12,3,0,0,38,858,187,23,0,0,1068
SSC70293,13,3,19,0,0,27,41,6,62,0,0,110,24,0,134,0,0,166,0,0,0,0,0,0,4,0,15,0,0,24,0,0,0,0,0,0,4,0,6,0,0,13,0,0,0,0,0,3,34,6,162,0,4,201,0,0,0,0,0,0,3,0,3,0,0,6,87,13,242,0,4,352
