SSC_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SSC70215,73,30,38,36,22,15,9,5,0,221,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,3,3,3,3,0,0,29,9,6,5,5,7,3,3,0,0,41,82,36,40,38,26,13,13,3,0,263
SSC70216,6,0,4,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,4,3,0,0,29,0,0,0,3,4,4,0,0,0,12,0,5,5,15,15,3,5,0,0,44,0,0,3,0,0,3,0,0,0,11,0,3,3,10,11,8,3,3,0,41,0,0,0,0,0,0,0,0,0,0,0,3,17,12,14,16,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,40,55,37,16,7,0,203,0,11,36,40,55,37,16,7,0,203,7,10,40,46,57,42,16,7,0,228
SSC70217,6,7,3,0,9,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,3,0,29,4,0,0,0,0,11,11,5,0,31,4,0,0,0,3,10,10,0,0,27,0,0,0,0,0,10,15,5,0,35,0,0,0,0,3,10,4,0,0,17,0,0,0,0,0,0,5,0,0,7,6,0,4,3,6,8,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,6,16,49,71,16,0,174,12,3,4,6,16,49,71,16,0,174,14,8,8,4,23,52,70,21,0,203
SSC70218,105,52,65,43,32,46,6,3,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,6,3,0,20,3,0,4,0,0,5,6,3,0,20,103,58,71,45,30,56,8,5,0,377
SSC70219,537,236,553,440,397,256,140,34,5,2596,0,0,0,0,0,0,0,0,0,3,3,0,0,13,12,14,9,5,3,63,0,3,6,4,8,19,9,0,3,57,3,0,10,7,6,12,3,6,0,52,0,0,5,0,0,4,3,10,0,24,0,0,9,10,14,14,8,3,3,50,0,0,0,0,0,0,0,0,0,0,5,3,23,9,15,12,4,0,0,74,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,43,46,66,69,44,31,6,323,17,9,45,46,67,67,44,31,6,333,546,242,599,487,464,324,181,62,15,2925
SSC70220,12,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,19
SSC70221,62,42,12,19,22,7,0,0,0,165,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,6,0,0,0,27,0,5,7,3,3,6,0,0,0,32,67,44,18,24,27,16,0,0,0,189
SSC70222,24,34,49,14,17,19,12,0,3,165,0,0,0,0,0,0,0,0,0,0,5,3,8,5,8,32,17,0,0,76,10,3,6,6,5,38,33,0,0,101,3,9,5,7,8,22,12,0,0,63,7,0,6,10,6,12,6,0,0,36,0,0,0,3,3,13,3,0,0,22,3,0,0,0,0,5,0,0,0,10,8,3,11,4,3,5,0,0,0,40,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,27,21,36,33,36,121,70,7,0,353,27,21,36,33,36,121,70,7,0,353,55,51,81,44,57,141,84,7,3,522
SSC70223,38,19,13,8,4,6,3,3,0,103,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,37,20,13,8,4,6,3,3,0,102
SSC70224,70,48,32,33,40,42,28,12,0,305,0,0,0,0,0,3,0,0,0,3,3,0,7,5,0,11,12,0,0,46,0,3,3,3,6,7,3,0,0,24,0,0,0,0,0,0,8,0,0,13,0,0,4,3,0,0,5,0,0,18,0,0,4,3,3,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,3,5,3,15,3,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,22,33,13,30,42,0,0,157,8,13,21,32,13,32,42,0,0,157,78,58,56,67,59,68,65,12,0,463
SSC70225,5,0,4,0,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,4,0,5,6,3,0,0,20
SSC70226,91,34,40,92,38,36,6,10,0,344,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,8,0,6,3,0,3,0,0,0,0,15,91,42,46,88,36,36,6,10,0,362
SSC70227,0,4,8,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,4,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,0,7,6,5,0,37,3,0,4,11,0,7,6,5,0,37,7,4,11,13,6,10,9,5,0,57
SSC70228,20,12,17,12,18,15,8,0,0,96,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,4,0,12,11,0,0,44,8,3,9,4,0,12,11,0,0,44,25,12,28,17,16,24,17,0,0,136
SSC70229,242,147,151,108,94,57,23,4,3,833,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,8,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,7,10,9,5,3,0,0,40,7,6,7,6,9,5,3,0,0,44,242,152,159,123,103,63,25,4,3,880
SSC70230,7,11,9,5,0,3,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,13,3,0,33,0,3,0,0,9,8,13,3,0,33,7,15,11,5,6,8,23,3,0,79
SSC70231,554,304,608,547,432,368,161,70,18,3062,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,11,11,3,0,37,3,3,10,0,0,8,12,10,4,44,3,0,3,0,0,0,7,0,0,21,0,8,3,5,0,0,3,3,0,14,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,3,4,0,4,14,7,31,17,11,10,3,0,0,104,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,20,20,52,22,17,35,38,23,6,241,20,20,52,22,23,35,38,23,6,241,570,331,664,577,449,401,204,86,25,3304
SSC70232,0,0,0,3,7,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,0,0,5,0,3,0,0,0,0,7,0,0,5,3,6,3,3,0,0,23
SSC70233,78,45,29,22,14,11,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,5,79,43,27,22,18,12,0,0,0,206
SSC70234,1143,525,852,725,432,199,85,25,12,4001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,12,0,0,3,0,0,3,4,3,0,16,0,7,5,0,9,0,3,0,0,23,3,0,0,0,0,0,5,6,0,13,3,0,0,4,0,4,0,7,0,18,9,0,0,3,0,3,0,0,0,14,9,11,6,3,0,4,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,15,16,17,19,20,13,0,126,24,19,15,12,17,19,20,13,0,131,1163,539,868,738,449,219,105,34,12,4134
SSC70235,117,56,80,83,110,121,73,13,0,668,0,0,0,0,0,0,0,0,0,0,7,0,10,6,17,34,63,3,0,140,67,0,6,15,25,63,72,16,0,272,12,3,0,6,27,33,58,8,0,152,6,0,0,9,14,51,50,4,0,132,3,0,0,3,3,21,31,3,0,64,0,0,0,0,3,7,4,0,0,16,26,6,18,14,19,11,16,0,0,118,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,122,14,45,54,112,227,293,36,0,904,122,14,45,59,112,227,293,36,0,905,242,66,124,142,219,353,366,52,0,1571
SSC70236,13,3,14,9,15,24,6,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,0,0,0,14,0,0,0,0,0,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,12,3,3,0,34,4,0,0,0,8,12,3,3,0,34,13,3,10,6,20,36,13,0,0,113
SSC70237,447,247,401,294,276,221,89,25,9,1994,3,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,14,0,3,0,3,0,0,0,7,0,13,0,3,0,0,5,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,15,9,9,8,9,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,12,12,13,12,3,7,0,97,16,24,16,12,13,12,4,7,0,109,463,274,414,307,287,228,97,30,9,2101
SSC70238,190,101,112,63,59,51,20,16,3,611,3,7,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,6,5,3,0,0,31,10,6,3,6,6,5,3,0,0,41,199,111,116,69,66,58,21,16,3,653
SSC70239,175,88,92,72,46,49,17,12,3,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,4,3,0,0,23,0,13,4,0,3,7,3,0,0,29,175,97,93,74,49,58,18,12,3,575
SSC70240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3
SSC70242,57,12,47,24,40,17,17,9,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,57,12,45,27,40,25,17,9,0,232
SSC70243,16,8,3,3,16,16,8,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,12,0,0,6,0,3,0,0,0,0,12,16,10,5,6,16,16,12,0,0,78
SSC70244,111,71,53,76,52,38,6,4,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,14,3,3,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,6,3,3,3,0,3,0,50,15,17,4,3,3,3,0,3,0,49,122,88,61,78,51,41,6,10,0,460
SSC70245,549,448,1112,628,500,419,166,57,19,3896,0,0,0,0,0,0,0,0,0,0,0,3,9,0,6,3,8,0,0,24,3,3,14,8,0,0,10,8,3,47,7,0,4,3,5,4,6,0,0,25,0,0,3,3,7,6,5,0,0,21,0,3,0,0,0,5,7,0,0,8,0,0,0,0,0,0,0,0,0,0,7,16,27,31,35,20,6,0,0,138,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,14,25,51,51,46,35,40,10,3,271,14,25,51,51,46,35,40,10,3,271,564,466,1162,681,539,459,212,67,21,4168
SSC70246,5,11,10,3,10,6,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,5,5,11,9,3,10,7,9,0,0,56
SSC70247,54,45,34,19,17,13,20,0,0,199,0,0,0,0,0,0,4,0,0,4,3,9,3,0,4,11,23,3,0,52,5,0,0,0,3,17,13,4,0,54,0,5,4,3,8,14,14,0,0,46,0,0,0,0,3,6,3,0,0,16,3,0,0,3,3,8,10,0,0,23,0,0,0,0,0,7,0,0,0,6,11,11,7,3,3,7,7,0,0,40,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,23,23,17,15,21,76,68,11,0,248,23,23,17,15,21,76,72,11,0,254,74,73,53,26,35,91,89,10,0,454
SSC70248,8,4,17,17,7,4,5,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,3,0,0,0,33,0,0,5,3,7,3,0,0,0,23,0,0,17,24,27,10,0,0,0,82,0,4,13,10,17,7,0,0,0,50,0,7,45,55,26,8,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,10,40,20,30,17,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,138,119,107,57,8,0,0,457,0,26,138,119,107,57,8,0,0,457,8,31,155,132,121,65,7,0,0,517
SSC70249,4,9,5,3,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,3,0,0,3,0,0,0,10,4,15,8,3,9,7,0,0,0,41
SSC70250,25,6,26,8,6,4,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,17,6,3,0,4,0,0,0,0,0,17,31,7,26,14,12,4,0,0,0,90
SSC70251,603,369,459,349,399,326,153,53,7,2719,0,0,0,0,0,0,0,0,0,3,0,3,8,6,12,12,43,3,0,79,4,0,8,0,9,17,34,14,3,95,3,3,0,3,6,9,7,3,0,38,3,0,0,0,6,19,10,8,0,49,0,0,3,0,3,6,7,0,0,23,0,0,0,0,0,0,5,0,0,9,12,21,31,16,29,28,14,0,0,148,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,28,50,32,72,83,121,32,8,435,23,24,48,34,72,87,121,32,8,442,626,399,508,381,467,410,278,86,13,3166
SSC70252,64,44,34,16,15,15,4,0,0,187,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,9,66,45,34,16,15,15,4,0,0,198
SSC70253,272,154,452,255,227,165,67,25,8,1622,0,0,0,0,0,0,0,0,0,0,4,3,16,9,16,8,10,5,0,84,0,0,18,8,19,25,9,3,3,84,3,7,12,6,4,7,3,8,0,50,8,21,25,10,12,9,3,3,0,100,0,0,0,0,3,9,0,0,0,12,0,0,0,0,0,0,0,0,0,5,41,31,51,59,41,31,35,6,3,302,0,3,4,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,58,68,140,106,97,90,69,28,10,648,58,69,140,106,97,90,69,28,10,652,332,219,593,358,321,252,137,50,14,2270
