SSC_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SSC70098,403,173,303,253,152,63,46,31,12,1448,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,8,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,8,3,11,13,0,0,57,5,8,14,8,3,11,13,0,0,57,407,177,318,261,157,80,52,31,16,1502
SSC70099,48,24,42,14,23,19,7,3,0,180,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,7,3,0,0,5,0,3,0,0,0,12,4,0,0,0,0,0,3,0,0,13,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,8,21,11,0,0,55,9,0,3,9,8,21,11,0,0,54,53,23,45,27,32,43,17,3,0,233
SSC70100,12,3,6,0,11,9,11,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,18,5,0,0,8,3,3,3,3,0,28,7,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,3,0,0,6,5,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,12,12,22,11,3,0,81,21,3,3,12,12,22,11,3,0,81,28,5,8,17,26,36,23,9,0,141
SSC70101,19,7,13,13,23,10,3,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,19,7,13,17,24,10,6,0,0,98
SSC70102,38,8,32,36,26,13,11,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,10,38,9,32,33,26,17,14,0,0,171
SSC70103,6,9,4,17,9,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,6,6,3,0,0,49,0,16,10,4,6,6,3,0,0,49,6,20,16,19,22,7,7,0,0,96
SSC70104,29,14,15,12,8,10,5,0,0,93,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,16,10,0,0,3,0,3,0,0,0,19,35,13,17,17,13,7,5,0,0,112
SSC70105,4,3,3,0,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,3,0,0,0,22
SSC70106,675,389,372,251,217,133,38,13,0,2083,8,0,7,3,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,12,3,6,8,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,18,9,6,14,7,0,0,73,20,11,23,16,6,14,5,0,0,94,700,400,393,265,219,146,41,13,0,2182
SSC70107,252,173,173,133,70,47,18,3,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,7,4,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,7,9,3,0,0,0,40,13,3,9,7,9,3,0,0,0,40,269,179,181,140,78,51,14,3,0,919
SSC70108,13,42,21,12,9,10,7,3,0,112,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,7,8,0,0,32,7,0,3,4,3,6,10,0,0,28,0,6,0,0,0,3,9,0,0,19,5,0,6,3,3,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,13,9,4,11,17,26,37,0,0,120,13,9,4,11,17,26,37,0,0,120,29,52,29,22,28,32,39,4,0,230
SSC70109,962,471,679,622,586,410,185,76,20,4011,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,7,7,8,0,3,3,0,0,0,25,0,11,6,3,3,4,0,0,0,28,0,6,4,0,3,0,0,3,0,14,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,17,15,22,16,18,9,0,3,0,89,0,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,21,41,45,23,23,22,5,4,0,183,21,45,48,23,23,22,5,4,0,190,980,514,726,646,612,429,191,82,20,4201
SSC70110,368,197,145,277,308,175,75,13,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,3,3,0,0,0,3,0,0,14,0,3,0,0,3,3,0,0,0,8,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,9,13,10,5,4,0,63,3,10,11,9,13,10,5,4,0,60,373,209,154,282,323,183,80,20,0,1626
SSC70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70112,772,408,521,466,412,305,175,57,25,3136,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,12,0,0,7,0,0,4,3,0,0,12,0,0,0,3,6,0,8,3,0,15,0,0,3,0,0,5,3,0,0,14,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,16,9,11,10,9,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,12,17,25,17,8,0,114,0,18,17,16,17,25,22,8,0,117,774,428,536,484,422,332,192,66,27,3258
SSC70113,20,12,12,11,8,6,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,0,7,0,0,12,0,0,3,0,3,0,5,0,0,16,0,0,0,0,0,0,7,0,0,4,0,0,0,0,3,8,10,0,0,20,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,4,24,33,5,0,85,0,5,7,5,4,24,33,5,0,85,24,20,19,12,17,34,35,5,0,162
SSC70114,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SSC70115,230,229,197,155,164,69,13,4,0,1058,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,3,6,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,8,4,11,0,0,0,55,8,7,15,8,9,14,0,0,0,65,242,236,213,161,172,76,13,4,0,1121
SSC70116,666,331,489,430,311,187,60,17,3,2502,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,12,0,0,3,0,3,4,0,4,0,13,0,0,5,3,3,6,0,0,0,19,0,0,0,0,0,0,7,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,3,0,0,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,13,14,4,10,14,9,9,0,82,9,13,14,8,10,14,9,9,0,89,677,348,500,435,319,206,71,29,3,2583
SSC70117,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC70118,60,44,55,25,15,27,7,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,6,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,6,3,3,0,0,0,41,9,5,3,6,3,3,0,0,0,41,69,51,58,36,21,32,11,0,0,276
SSC70119,3,5,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,10,3,0,0,3,0,0,0,25
SSC70120,39,23,27,24,19,3,3,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,29,24,19,3,3,0,0,136
SSC70121,9,31,7,3,5,8,6,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,0,18,0,0,0,0,0,5,4,3,0,7,0,0,4,3,4,0,4,0,0,17,0,0,0,0,0,3,7,0,0,7,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,9,8,19,15,6,5,76,3,3,12,9,8,19,15,6,5,76,8,38,23,12,14,22,18,9,5,146
SSC70122,43,15,36,17,17,15,9,0,0,158,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,5,11,9,3,0,0,51,3,6,10,5,14,9,3,0,0,50,52,26,44,29,23,24,7,0,0,208
SSC70123,433,158,259,286,284,160,72,25,0,1666,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,14,0,0,0,0,0,0,5,3,0,11,0,0,5,0,0,3,6,0,0,14,0,0,4,0,0,3,5,4,0,15,5,0,0,0,3,0,4,0,0,10,0,0,0,0,0,4,0,0,0,6,14,4,8,4,3,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,12,11,11,12,29,11,0,104,20,8,12,7,11,12,29,11,0,111,445,168,270,293,293,173,101,28,0,1777
SSC70124,129,95,102,70,103,43,15,3,0,545,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,11,0,0,0,0,0,6,0,0,0,4,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,3,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7,11,6,13,13,8,0,0,63,10,9,11,11,17,13,8,0,0,74,137,103,108,76,116,51,21,3,0,619
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,40,490,512,291,209,90,17,3,3,1657,0,0,0,0,0,0,0,0,0,7,9,0,4,11,5,30,34,3,0,93,49,3,3,30,22,74,66,9,0,261,0,4,0,6,3,13,19,0,0,47,20,0,0,16,5,16,23,8,0,89,13,0,4,3,5,27,19,0,0,73,0,0,0,0,0,6,7,0,0,13,24,7,13,18,9,16,8,3,0,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,111,14,25,81,48,185,181,31,0,676,111,18,30,82,44,185,181,31,0,679,150,505,540,377,256,268,203,34,3,2333
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,565,428,903,949,977,685,298,74,20,4899,0,0,10,3,3,0,0,0,0,17,12,11,50,62,76,54,37,11,0,315,16,10,45,40,51,80,57,13,0,308,3,18,165,175,165,102,36,3,0,661,7,0,20,27,20,32,39,11,0,156,5,11,77,82,76,63,21,0,0,342,0,0,0,3,6,3,3,3,0,17,4,15,16,20,29,24,16,5,0,125,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,56,59,379,405,422,358,210,41,4,1934,56,59,390,413,429,358,210,41,4,1951,620,488,1295,1358,1399,1048,507,109,25,6852
SSC70130,64,146,254,189,101,73,14,8,0,852,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,6,4,0,0,16,0,3,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,7,3,0,0,0,0,4,23,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,19,11,8,14,9,6,0,4,78,7,19,11,8,14,9,6,0,4,78,67,165,264,204,108,84,26,8,4,926
SSC70131,8,4,7,8,8,11,6,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,8,10,11,6,3,0,63
SSC70132,937,502,545,630,736,489,286,53,17,4191,0,0,0,0,5,7,0,0,0,12,0,0,0,0,4,7,11,0,0,28,3,4,5,0,7,16,16,6,0,55,0,5,0,0,9,4,3,3,0,27,0,3,0,0,3,11,13,3,0,36,0,0,0,0,4,5,5,0,0,21,0,0,0,0,0,0,0,0,0,0,3,11,9,11,9,8,7,3,0,68,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,14,24,21,15,33,58,68,14,3,245,14,26,21,15,34,62,69,14,3,257,946,529,564,640,768,548,360,69,15,4442
SSC70133,72,58,41,47,110,83,16,7,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,3,0,0,8,12,0,17,0,0,0,0,0,0,26,0,3,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,15,12,16,31,3,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,41,24,32,11,7,0,0,155,28,18,41,24,32,11,7,0,0,155,100,80,74,67,147,95,20,9,0,599
SSC70134,32,42,29,11,7,11,4,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42,29,11,7,16,4,0,0,141
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,238,99,164,167,181,96,25,6,0,984,0,0,0,0,0,0,0,0,0,3,11,4,3,13,10,41,30,4,0,106,9,4,11,9,17,33,28,7,0,108,6,3,18,10,17,21,22,3,0,100,7,0,4,7,3,10,10,0,0,49,0,0,3,0,3,12,22,0,0,36,0,0,0,0,0,9,0,0,0,12,11,18,40,18,34,13,0,0,0,138,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,51,22,80,59,79,141,109,13,0,553,51,23,79,59,79,141,109,13,0,554,284,129,251,231,261,242,136,14,0,1540
