SSC_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
SSC70021,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,17,5,5,4,3,0,0,36,6,13,22,11,19,7,5,0,0,91,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,3,3,0,0,27,0,3,0,0,0,3,3,0,0,9,0,0,0,3,3,0,0,0,0,4,0,0,3,3,0,0,0,0,0,10,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5
SSC70022,5,5,10,3,3,9,7,9,0,54,5,12,12,13,5,6,7,3,0,65,6,30,31,24,24,15,0,4,0,125,3,25,40,46,24,7,6,0,0,142,3,23,50,37,22,20,0,0,0,157,0,3,33,36,22,7,0,0,0,115,0,3,21,30,25,9,3,0,0,89,0,0,11,7,21,5,0,0,0,46,0,0,4,22,17,7,0,0,0,48,0,3,0,3,0,7,0,0,0,11,9,11,27,26,11,14,8,0,0,95,92,128,298,286,203,120,44,22,0,1202,69,22,45,29,15,16,7,0,0,196,33,4,7,10,0,4,3,0,0,57,13,10,14,8,3,6,5,7,0,67,7,10,16,6,11,14,21,10,0,81,9,7,9,5,10,10,5,15,0,75,4,20,17,19,10,6,9,4,0,93,6,41,43,25,31,25,3,6,0,174,8,53,68,69,41,13,7,0,0,260
SSC70023,0,0,4,0,4,0,0,0,0,9,0,0,8,0,0,0,0,0,0,5,0,0,8,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,10,11,18,50,17,24,12,8,0,0,131,19,0,5,0,0,0,0,0,0,29,4,4,4,8,0,0,0,0,0,19,4,25,43,8,21,4,3,0,0,109,0,0,6,5,3,0,0,0,0,21,0,3,4,0,4,3,0,0,0,15,0,0,7,0,4,0,0,0,0,11,0,0,7,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4
SSC70024,0,0,0,0,3,3,4,0,0,20,0,0,0,3,5,3,0,0,0,8,0,0,3,3,3,0,0,0,0,14,0,0,5,0,3,0,3,0,0,10,0,0,4,0,5,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,5,0,0,0,11,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,5,12,7,7,3,0,0,44,9,13,27,27,40,35,15,7,4,187,14,3,0,4,3,3,0,0,0,30,9,0,0,0,0,0,0,0,0,7,5,4,6,0,5,10,3,0,0,40,0,3,0,0,3,7,5,3,0,26,0,0,6,3,7,11,8,4,0,35,0,0,0,3,4,7,6,5,0,25,0,5,3,5,3,0,0,0,0,20,0,0,6,0,8,0,3,0,0,21
SSC70025,3,3,3,3,6,4,3,3,0,22,0,0,4,3,6,4,5,0,0,28,3,8,11,9,3,4,3,0,3,38,0,8,19,5,4,3,0,0,0,40,0,4,19,10,10,11,5,3,0,60,0,5,18,17,15,5,0,0,0,68,0,4,19,7,14,4,0,0,0,53,0,4,11,11,10,3,3,0,0,39,0,0,9,16,20,19,0,0,0,74,0,0,5,6,6,8,0,0,0,25,6,0,15,10,9,7,0,0,0,49,52,52,160,124,127,89,32,7,4,633,36,9,16,6,13,16,5,3,0,108,19,0,3,4,0,0,0,0,0,31,10,3,6,4,0,0,3,0,0,36,5,4,0,9,0,3,3,3,0,26,7,5,3,3,6,4,5,0,0,36,7,7,6,4,6,11,3,3,0,41,6,15,17,11,3,8,6,0,3,60,4,16,29,9,10,11,7,0,0,80
SSC70026,0,0,0,4,0,4,0,4,0,16,5,0,0,8,3,5,8,0,0,29,0,12,3,4,0,3,6,0,0,30,4,3,5,6,4,4,3,0,0,32,0,3,4,9,7,11,3,0,0,31,0,3,3,7,10,8,3,0,0,30,0,0,0,4,11,3,0,0,0,19,0,0,7,3,0,0,0,0,0,15,0,0,0,9,10,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,10,8,0,0,29,22,28,35,57,67,59,35,11,4,316,18,7,9,9,6,7,4,3,0,61,14,0,0,0,3,0,0,0,0,21,3,0,0,8,5,4,6,0,0,29,3,0,3,3,3,0,12,3,0,36,0,0,0,3,3,7,7,4,0,27,4,4,0,8,4,9,6,7,0,40,0,14,7,3,6,4,5,0,0,40,4,5,10,7,9,16,4,0,0,50
SSC70027,0,6,11,3,5,5,6,8,0,42,3,9,20,6,8,4,3,3,0,50,5,27,28,9,7,4,3,0,0,84,3,22,23,21,6,8,0,0,0,94,0,5,37,25,11,4,0,0,0,93,0,11,37,22,7,0,0,0,0,71,0,8,29,15,5,3,0,0,0,61,0,0,9,11,4,0,0,0,0,24,0,0,9,14,7,3,0,0,0,42,0,0,3,0,0,6,0,0,0,9,3,7,22,14,8,0,4,3,0,66,63,112,293,198,84,58,33,23,0,860,47,10,47,18,10,14,3,0,0,155,25,4,7,12,0,0,0,0,0,51,13,9,8,5,3,7,10,5,0,57,0,6,5,11,4,7,10,6,3,64,0,11,16,4,10,11,6,6,0,62,7,10,19,8,13,6,3,4,0,68,14,38,37,14,10,4,4,0,0,117,10,31,46,34,16,9,4,0,0,154
SSC70028,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,10,9,9,0,0,0,59,8,3,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,4,9,10,12,12,13,5,4,0,0,65,0,0,5,0,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0
SSC70029,0,0,3,0,0,3,3,0,0,12,0,0,3,3,6,4,3,0,0,29,0,7,3,0,0,5,3,0,0,18,0,0,7,6,6,3,0,0,0,26,0,0,0,9,4,3,0,0,0,19,0,0,3,0,6,0,0,0,0,10,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,3,12,3,8,3,7,0,0,64,58,21,42,41,51,41,24,4,0,280,42,0,0,0,5,3,3,0,0,57,7,0,0,0,0,3,0,0,0,22,3,3,8,3,8,5,6,0,0,38,0,3,0,0,10,9,11,0,0,40,0,3,5,3,3,3,9,0,0,23,4,0,4,3,13,9,7,3,0,44,0,7,11,0,9,10,0,0,0,43,0,10,13,7,11,9,6,0,0,57
SSC70030,0,0,3,0,3,0,3,0,0,11,0,0,3,3,0,3,0,0,0,13,0,3,3,3,4,3,3,0,0,21,0,0,3,0,6,0,0,0,0,15,0,3,4,10,4,8,3,0,0,38,0,3,4,5,11,0,0,0,0,22,0,0,8,13,8,3,0,0,0,29,0,0,0,3,3,3,0,0,0,11,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,3,7,11,7,9,3,0,0,35,25,31,44,69,54,41,24,3,0,290,18,4,10,11,4,6,10,0,0,53,8,0,0,4,0,0,4,0,0,18,7,0,0,3,3,7,3,0,0,18,3,0,0,3,8,8,13,5,0,38,3,0,4,5,4,4,4,0,0,27,0,3,5,4,0,8,0,0,0,22,4,3,6,3,11,7,4,0,0,34,3,10,8,4,11,5,0,0,0,38
SSC70031,0,0,3,3,0,0,0,0,0,9,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,26,30,49,27,34,12,9,0,0,189,27,6,0,3,0,0,0,0,0,34,5,12,14,9,3,0,0,0,0,49,11,28,42,29,24,14,7,0,0,152,3,3,19,4,9,8,4,0,0,44,0,3,7,4,4,3,0,0,0,17,0,3,4,4,6,0,0,0,0,23,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70033,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,11,3,20,15,14,5,3,3,0,70,7,0,0,0,0,4,0,0,0,14,0,7,9,3,5,0,0,0,0,21,0,4,16,15,10,4,3,3,0,57,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,3,0,8,3,3,4,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,10
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,3,0,0,0,16,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC70037,0,3,3,4,4,0,3,0,0,24,0,4,7,11,8,3,0,0,0,30,0,4,5,6,7,0,0,0,0,19,0,9,5,4,7,0,0,0,0,25,0,0,3,3,4,0,0,0,0,17,0,3,3,0,4,0,0,0,0,11,0,0,3,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,3,6,4,0,0,0,25,36,37,59,59,52,31,15,3,0,294,25,3,10,0,6,5,0,0,0,53,12,0,0,0,0,5,3,0,0,18,22,29,37,21,13,9,4,3,0,146,0,0,12,7,7,9,13,0,0,47,3,0,12,10,9,4,9,4,0,50,0,5,5,18,11,3,3,3,0,57,0,7,8,10,7,0,0,0,0,31,0,10,17,5,11,3,0,0,0,47
SSC70038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,3,0,0,0,0,20,13,8,7,3,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,8,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70039,3,8,6,10,4,20,9,7,0,70,3,7,20,14,7,13,11,4,0,74,7,8,25,13,21,18,10,6,0,99,6,20,26,21,29,16,3,3,0,131,3,13,43,18,35,26,3,0,0,141,0,7,21,25,33,19,0,0,0,105,0,6,22,16,24,19,3,0,0,82,0,0,8,13,14,20,0,0,0,59,0,0,10,11,23,9,0,0,0,63,0,0,0,5,0,0,0,0,0,7,17,10,42,34,28,26,19,4,4,188,108,94,265,224,251,215,93,27,12,1295,69,10,20,17,11,15,8,3,3,158,44,3,7,4,6,12,5,0,0,83,5,13,15,21,19,11,10,0,0,102,9,7,13,13,12,18,30,17,3,126,7,9,12,17,11,19,16,5,0,94,13,9,26,11,13,19,24,5,3,119,15,19,38,17,25,23,20,6,0,165,14,33,59,33,42,36,18,3,0,228
SSC70040,0,5,9,0,0,0,0,0,0,20,0,0,5,3,0,5,3,3,0,22,0,3,10,4,3,11,9,0,0,31,3,3,15,7,0,3,7,0,0,27,0,3,9,7,8,6,3,0,0,41,0,0,18,6,6,10,3,0,0,51,0,0,19,7,8,9,0,0,0,48,0,0,4,7,5,3,3,0,0,23,0,0,8,6,13,12,0,0,0,33,0,0,0,0,4,10,0,0,0,19,4,12,20,3,3,3,6,5,0,63,41,48,151,71,62,82,37,20,3,509,28,18,28,14,4,6,0,0,0,97,20,3,9,0,4,0,3,0,0,34,8,16,10,3,3,7,7,0,0,53,8,20,22,4,0,6,0,3,0,66,0,20,22,6,0,0,3,4,0,60,0,7,21,4,0,8,4,5,0,51,3,9,12,15,4,8,10,0,0,65,4,6,14,16,8,9,12,0,0,61
SSC70041,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,11
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,0,0,0,0,0,0,0,0,0,5,0,0,7,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,7,7,30,11,19,11,0,3,0,86,10,3,0,0,0,0,0,0,0,18,3,3,14,5,3,0,0,0,0,31,0,7,28,11,11,7,0,3,0,62,0,3,3,0,3,3,0,0,0,13,0,0,4,5,3,0,0,0,0,14,0,0,9,3,4,3,0,0,0,22,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
SSC70044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,5,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,41,18,29,16,14,10,12,4,0,0,102,7,0,0,0,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,11,6,11,15,13,13,11,5,0,0,69,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9
SSC70046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,4,7,10,8,8,0,0,42,4,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,0,0,0,5,0,11,0,0,15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC70047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
