SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC70157,3,9,15,24,9,34,0,0,0,0,0,0,24,9,34,4,3,10,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,40,47,50,89
SSC70158,13,28,43,92,87,184,10,13,22,22,33,56,128,128,260,37,37,72,33,18,43,15,20,39,86,69,158,4,3,5,0,3,3,3,4,11,10,16,31,0,0,0,23,27,51,0,7,5,5,9,7,3,3,8,10,33,46,0,0,0,22,50,72,10,0,15,3,9,8,0,0,0,14,8,21,141,136,281,428,453,881
SSC70159,18,24,41,78,67,150,14,8,29,25,26,49,119,101,226,38,33,73,0,3,9,16,10,27,57,50,112,3,0,0,0,8,6,4,4,8,10,16,25,0,0,0,19,26,48,19,19,32,22,26,46,3,13,18,43,68,106,0,0,0,83,123,205,3,9,13,12,23,31,0,0,0,18,30,43,309,179,491,624,537,1162
SSC70160,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,20,8,19,26
SSC70161,37,30,71,159,137,294,28,20,46,18,22,34,199,179,375,85,76,165,27,21,52,26,27,53,139,133,274,0,0,3,9,0,11,7,4,12,16,25,43,0,0,0,30,35,68,33,27,53,11,25,33,13,13,26,16,51,63,0,0,3,73,113,188,0,7,6,11,24,31,0,0,0,11,28,38,191,172,362,694,682,1373
SSC70162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,20,7,6,19
SSC70163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,6,8,9
SSC70164,0,0,0,4,3,5,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14,9,9,18
SSC70165,3,4,8,16,15,26,3,0,7,0,0,0,19,14,28,14,14,27,0,0,7,3,4,6,25,20,38,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,5,5,3,5,7,0,0,0,5,9,17,3,0,3,0,3,3,0,0,0,3,5,6,48,53,96,98,103,197
SSC70166,0,0,0,3,0,3,0,3,7,3,4,10,7,8,15,0,5,3,0,0,0,3,0,3,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,13,24,21,51
SSC70167,12,11,20,62,55,118,7,9,12,4,9,6,70,65,142,52,62,115,0,0,3,10,6,14,62,71,132,3,3,3,3,3,5,3,3,5,7,9,18,0,0,0,14,20,34,8,3,8,5,9,15,3,5,12,3,17,20,0,0,0,16,32,52,0,3,3,0,7,13,0,0,0,0,13,17,116,98,212,296,313,612
SSC70168,26,38,61,80,89,162,42,33,73,27,33,63,146,151,297,61,57,122,15,15,30,17,23,40,96,96,184,0,3,3,0,4,4,7,0,10,0,14,11,0,0,0,9,23,31,20,28,48,11,19,30,3,12,20,30,39,66,0,0,0,61,102,158,3,3,8,6,5,14,0,0,0,12,11,20,62,74,137,401,484,887
SSC70169,19,24,41,90,120,210,21,28,46,14,12,21,122,156,275,65,50,115,23,35,52,9,12,26,93,99,194,0,0,3,0,5,4,0,0,0,3,16,21,0,0,0,8,24,28,14,31,45,9,11,23,9,9,13,23,33,56,0,0,0,55,84,132,3,9,6,8,18,23,0,0,0,8,19,32,163,195,361,474,598,1074
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,6
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,30,30,55,123,112,242,0,0,0,0,0,0,123,112,239,75,56,131,0,3,3,0,0,0,73,60,137,0,0,3,0,4,4,0,0,0,3,3,3,0,0,0,4,7,13,0,0,0,3,0,3,0,0,0,0,7,6,0,0,0,4,7,8,0,0,3,4,3,9,0,0,0,8,5,13,206,179,385,450,403,847
SSC70173,0,0,0,3,3,6,0,0,0,0,0,0,3,3,7,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,17,17,31
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,5
SSC70176,11,4,16,19,14,34,12,3,16,21,18,36,49,35,85,5,4,9,7,3,8,14,12,22,22,19,44,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,3,6,0,0,3,4,3,5,0,0,0,4,8,13,0,0,0,7,19,23,0,0,0,0,0,0,0,0,0,0,0,0,32,25,55,124,116,237
SSC70177,3,6,9,17,21,35,4,0,8,0,0,0,19,22,43,10,15,26,4,3,6,6,0,6,19,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,55,37,88,99,85,185
SSC70178,6,11,16,15,24,41,17,4,24,9,9,21,46,37,82,17,9,26,7,11,13,18,16,42,42,41,80,0,0,0,0,0,3,3,3,7,9,8,16,0,0,0,12,10,24,9,7,17,4,12,13,3,0,4,11,20,33,0,0,0,27,37,61,3,0,3,3,3,11,0,0,0,4,3,12,117,62,182,262,203,462
SSC70179,0,0,3,16,8,22,0,3,0,0,0,0,15,14,31,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,55,37,94,76,59,133
SSC70180,0,3,3,9,8,16,0,0,0,0,0,0,9,8,16,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,16,32,39,26,67
SSC70181,3,7,5,28,16,48,3,4,7,13,19,35,46,40,85,11,19,30,3,7,12,19,13,28,32,33,72,0,0,0,0,0,0,3,0,7,0,3,10,0,0,0,5,4,15,0,0,0,0,0,3,0,0,0,0,8,8,0,0,0,0,15,18,0,0,0,0,5,5,0,0,0,0,5,5,61,58,119,154,158,311
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24,16,8,24
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,15,8,18
SSC70185,4,0,5,27,27,52,0,0,0,0,0,0,27,27,52,11,13,29,0,0,0,7,0,5,18,13,33,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,59,51,108
SSC70186,19,16,36,71,63,138,0,0,0,0,0,0,71,64,140,64,46,115,0,0,0,0,0,0,64,46,115,0,0,0,0,0,0,0,0,0,6,10,21,0,0,0,6,16,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,35,53,86,208,197,410
SSC70187,15,19,35,59,52,114,16,17,35,11,13,21,90,81,168,43,43,85,8,7,19,10,11,18,57,60,120,0,0,0,0,3,3,7,0,9,14,7,25,0,0,0,26,20,38,15,14,29,19,25,46,5,10,10,21,39,57,0,0,0,55,97,149,0,3,3,5,19,25,0,0,0,5,26,29,145,129,277,391,427,825
SSC70188,0,3,3,10,10,13,0,0,0,0,0,0,10,10,13,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,25,22,28,48
SSC70189,4,10,17,52,43,90,0,0,0,7,9,17,56,56,111,20,28,45,0,0,0,5,3,8,23,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,3,0,3,20,14,39,111,112,224
SSC70190,3,6,6,15,17,33,0,0,0,0,0,0,15,17,33,7,11,13,5,0,5,0,4,8,13,13,26,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,32,52,82
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,22,16,42,76,69,146,11,4,19,12,8,19,102,82,189,57,56,112,7,9,14,14,16,29,75,81,158,0,0,0,4,3,6,0,0,3,8,10,18,0,0,0,9,18,26,8,10,21,5,13,19,3,0,3,11,20,30,0,0,0,31,48,81,6,3,9,3,10,8,0,0,0,11,9,20,98,94,191,359,354,705
SSC70193,21,27,47,126,120,243,13,14,25,34,22,57,178,147,325,90,100,191,11,9,20,3,17,18,108,128,233,6,3,9,3,0,4,7,0,9,3,16,22,0,0,0,19,26,41,7,7,19,5,7,9,4,4,13,10,22,30,0,0,0,25,50,70,0,4,8,4,11,15,0,0,0,7,17,24,206,197,402,560,587,1146
SSC70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,3,10
SSC70195,3,8,7,3,7,8,4,3,5,11,9,23,14,23,36,3,5,8,3,5,5,10,12,25,16,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,0,0,0,12,8,13,0,0,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,3,39,47,91,85,114,202
SSC70196,0,5,8,7,13,23,0,0,0,0,0,0,7,13,23,0,0,0,0,0,0,4,0,9,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,30,29,61
SSC70197,0,0,0,9,0,8,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,19,13,24
SSC70198,31,27,60,102,87,191,22,14,38,24,25,53,149,131,276,43,28,73,4,6,17,10,11,27,65,50,112,0,0,0,0,8,8,0,4,7,4,10,20,0,0,0,12,22,29,25,32,59,10,25,31,3,9,12,26,50,80,0,0,0,61,114,181,0,0,0,8,10,17,0,0,0,9,10,18,74,80,150,401,431,830
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,0,3,3,12,13,31,0,0,0,0,0,0,12,13,31,4,3,10,0,0,0,0,0,3,8,10,12,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,37,38,79,62,76,138
SSC70201,15,17,32,82,84,165,7,6,7,5,17,20,89,101,192,60,40,101,3,3,10,13,13,20,76,62,134,4,5,7,4,0,7,3,0,3,4,6,10,0,0,0,17,8,27,27,27,49,22,23,41,4,3,6,21,34,47,0,0,0,72,80,152,0,3,3,3,5,8,0,0,0,3,8,14,84,82,169,356,359,715
SSC70202,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,138,81,71,150
SSC70203,3,3,3,17,3,23,21,14,31,0,0,0,35,18,54,0,3,3,0,6,10,0,7,7,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,27,31,63,62,79,143
SSC70204,0,0,3,12,5,18,0,0,0,0,0,0,15,5,21,0,5,5,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,3,5,25,20,41
SSC70205,0,0,0,3,5,6,0,0,0,0,0,4,3,5,6,4,3,6,3,0,3,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
SSC70206,5,15,14,20,20,46,6,9,12,3,0,4,29,30,65,11,4,23,3,0,7,0,0,3,20,11,27,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19,59,71,128
SSC70207,20,13,29,72,63,131,6,3,6,0,4,6,75,65,148,42,37,82,11,9,26,0,4,4,60,53,112,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,4,0,0,3,0,0,0,0,0,0,0,0,3,110,126,238,273,264,535
SSC70208,30,31,61,148,126,272,12,12,23,39,51,85,197,188,384,74,77,153,3,7,9,12,26,35,93,109,201,6,0,8,0,4,6,5,7,8,8,15,22,0,0,0,16,26,42,0,3,3,4,8,14,0,4,3,22,43,67,0,0,0,25,62,86,0,0,4,4,15,16,0,0,0,3,13,18,324,228,555,688,659,1351
SSC70209,0,0,0,3,0,10,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC70210,31,19,53,93,68,165,15,14,37,33,32,67,148,120,267,64,58,126,8,8,22,27,41,60,93,108,209,8,3,9,15,0,16,3,3,7,7,20,28,0,0,0,32,28,56,20,23,42,32,38,73,3,5,11,33,73,107,0,0,0,96,143,232,0,0,0,9,24,24,0,0,0,5,23,30,195,199,396,607,640,1242
SSC70211,0,0,3,14,13,25,0,0,0,0,0,0,10,13,29,3,3,8,0,0,0,0,3,4,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,18,28,30,62
SSC70212,3,3,7,12,8,20,0,0,3,0,0,0,10,11,19,4,3,11,0,0,3,0,0,0,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,11,0,0,0,0,0,0,0,3,8,0,4,5,30,25,60,54,53,112
SSC70213,10,13,23,34,28,54,0,0,0,0,0,0,34,28,54,31,31,58,0,0,0,4,11,17,36,42,73,0,0,0,3,3,9,0,0,0,0,6,6,0,0,0,3,12,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,26,44,72,111,134,245
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3
SSC70215,5,5,6,21,20,38,0,0,0,0,0,0,21,20,38,7,6,10,0,0,0,0,3,3,4,9,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,37,39,72
SSC70216,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,5
SSC70217,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,6,8,12
SSC70218,9,8,15,18,29,51,0,0,0,0,0,0,18,29,51,15,6,27,0,0,0,0,0,0,15,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,25,57,77,69,145
SSC70219,21,22,39,107,75,177,8,9,13,12,12,27,126,92,224,54,56,108,3,7,12,5,19,25,60,76,137,0,0,0,0,3,3,0,0,0,5,22,22,0,0,0,5,24,37,7,21,32,10,22,31,3,6,8,26,42,62,0,0,0,47,95,138,4,0,6,4,19,23,0,0,0,9,19,24,143,134,275,417,465,879
SSC70220,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,11
SSC70221,3,0,7,10,7,15,0,0,0,0,0,0,11,7,18,0,3,9,0,0,3,0,3,3,6,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,24,30,24,52
SSC70222,0,0,0,0,12,11,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,20,31,48,25,41,66
SSC70223,0,3,3,7,7,12,0,0,0,5,0,6,16,9,22,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,25,22,48
SSC70224,0,0,3,6,11,24,0,0,4,0,0,0,9,15,23,5,4,14,0,3,4,0,0,0,8,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,18,44,47,49,92
SSC70225,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
SSC70226,3,3,8,16,23,37,3,0,4,0,0,0,19,24,37,9,0,12,0,0,0,0,4,3,14,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,73,76,68,139
SSC70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70228,0,0,3,0,0,6,0,0,0,3,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,21,14,37
SSC70229,18,16,29,69,47,122,0,0,0,0,0,0,69,47,122,16,34,55,0,0,0,0,3,3,15,38,55,0,0,0,0,7,7,0,0,0,0,3,3,0,3,3,0,13,14,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,29,20,47,134,144,279
