SSC_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SSC70071,0,0,0,0,0,0,0,0,0,5,0,11,0,8,3,7,0,8,3,13,0,3,0,8,0,5,0,9,0,4,0,8,0,0,0,0,3,32,9,46,0,0,0,3,0,0,0,4,0,4,4,7,0,9,0,4,0,4,0,9,0,5,0,5,0,4,0,7,0,0,0,0,0,0,0,0,3,32,9,46,0,0,0,3,0,0,0,3,3,16,4,20,0,8,7,15,0,14,5,22,0,8,4,15,0,14,3,16,0,6,0,7,0,0,0,0,7,72,20,97
SSC70072,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9
SSC70073,0,40,7,50,10,254,71,329,32,996,245,1280,27,484,95,599,20,389,93,497,24,311,73,411,7,119,27,151,0,24,5,27,3,6,0,10,120,2608,620,3352,3,56,14,73,3,259,62,332,38,848,177,1057,17,326,66,407,32,242,58,327,33,161,44,240,7,80,23,108,3,19,3,30,0,5,0,8,138,2005,439,2580,3,97,18,121,12,513,132,656,73,1846,422,2334,46,808,158,1007,52,627,146,827,58,473,122,647,20,195,48,263,3,44,14,57,6,15,0,19,258,4615,1059,5929
SSC70074,3,15,3,23,0,5,4,13,3,30,5,41,3,42,9,55,7,58,15,79,3,47,9,56,4,22,5,30,0,6,3,10,0,0,0,0,28,220,53,300,3,10,5,22,0,11,4,12,3,36,7,41,8,35,9,48,11,39,6,53,7,22,0,30,4,15,3,24,0,0,0,0,0,0,0,0,36,166,31,234,3,27,10,43,4,14,11,26,12,64,15,83,6,80,17,108,14,96,20,126,12,66,9,87,13,35,8,55,0,9,3,8,0,0,0,0,57,391,91,537
SSC70075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC70076,3,6,3,10,3,9,0,12,4,20,0,23,4,12,0,14,0,7,3,11,0,4,0,5,0,5,0,6,0,0,0,3,0,0,0,0,12,59,9,86,0,0,0,0,0,9,0,11,3,11,3,19,3,6,0,10,0,9,0,9,0,6,0,4,3,3,0,4,0,0,0,0,0,0,0,0,9,43,3,59,3,11,3,9,3,17,0,20,9,29,3,37,6,25,0,30,0,16,3,21,0,11,3,13,3,8,0,12,0,0,0,3,0,0,0,0,19,110,11,145
SSC70077,0,0,0,0,0,3,0,3,0,6,0,7,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,3,20,0,0,0,0,0,0,3,4,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,15,3,16,0,0,0,0,0,5,4,10,0,7,0,11,0,8,0,8,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,24,8,36
SSC70078,3,43,7,54,5,28,3,35,3,72,16,94,7,78,9,96,8,113,19,140,13,97,12,124,4,42,6,53,3,18,0,21,0,5,0,4,43,497,77,615,0,31,3,31,0,26,8,29,10,99,17,128,14,92,12,114,7,120,16,143,9,73,12,92,5,31,3,40,7,11,4,17,0,4,3,7,44,482,73,600,7,74,8,85,3,53,8,65,14,177,32,222,23,168,21,207,13,229,35,282,21,169,18,211,9,73,9,86,7,24,5,36,0,9,3,10,84,978,153,1212
SSC70079,0,3,3,4,0,5,3,11,0,36,17,54,3,12,7,23,0,17,8,25,0,14,0,15,0,3,0,10,0,0,0,0,0,0,0,0,3,88,43,142,0,0,0,0,0,4,3,6,0,12,4,15,0,9,4,13,0,3,0,5,3,11,7,14,0,4,0,9,0,0,0,0,0,0,0,0,9,34,18,62,0,3,3,4,0,12,5,17,3,44,21,66,3,22,13,32,0,23,13,32,3,22,7,33,0,12,3,11,0,0,0,0,0,0,0,0,7,128,65,204
SSC70080,9,86,12,108,11,98,25,126,12,200,34,244,18,166,29,218,13,187,25,219,12,117,20,146,3,36,5,48,0,12,0,15,0,0,0,0,77,896,158,1128,4,89,19,108,7,83,21,108,21,204,35,260,37,160,21,222,20,147,21,187,15,86,14,122,3,33,3,47,6,15,3,20,0,0,0,0,113,828,144,1074,12,173,34,216,17,176,40,232,32,401,74,505,56,331,55,438,28,332,45,403,29,205,40,274,9,74,12,92,6,29,4,36,0,0,0,0,186,1717,301,2206
SSC70081,0,0,3,3,0,0,0,0,0,4,0,7,6,4,0,8,3,8,0,17,0,24,0,26,3,25,5,34,0,3,0,3,0,0,0,0,12,79,15,103,0,0,0,3,0,3,0,6,0,7,0,6,3,5,0,14,5,12,0,16,4,13,3,20,3,11,0,21,0,0,0,3,0,0,0,0,15,62,8,85,0,0,3,4,0,3,0,7,0,10,0,14,9,12,0,23,4,23,3,31,9,43,3,50,8,39,8,52,0,4,0,7,0,0,0,0,28,138,23,185
SSC70082,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,4,18,0,18,3,17,0,13,3,14,0,3,0,3,0,0,0,0,3,47,7,57,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,3,0,3,3,9,0,9,0,4,0,4,0,0,0,0,0,0,0,0,3,15,3,25,0,0,0,0,0,0,0,3,0,3,0,3,0,6,0,5,0,13,4,17,3,19,6,26,0,13,3,20,0,3,0,3,0,0,0,0,7,62,14,84
SSC70083,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,9,3,10,3,10,3,18,0,6,3,8,0,0,0,0,0,0,0,0,3,33,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,0,4,0,4,3,7,0,0,0,0,0,0,0,0,3,17,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,11,0,7,3,16,6,14,3,20,0,7,3,14,0,0,0,0,0,0,0,0,10,47,9,64
SSC70084,6,78,6,90,3,122,9,133,11,362,42,414,13,252,17,284,9,185,17,213,11,124,9,140,9,40,3,50,0,7,0,10,0,0,0,3,60,1166,108,1336,6,82,4,89,8,105,15,117,21,346,42,413,33,223,12,272,26,180,8,218,19,98,13,133,4,37,11,55,3,9,3,16,0,0,0,0,117,1085,106,1313,12,158,13,182,10,224,25,256,39,710,81,826,47,479,33,561,34,368,25,429,24,222,29,272,14,77,16,103,3,15,7,27,0,6,0,4,181,2251,218,2652
SSC70085,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
SSC70086,11,34,43,92,7,31,4,47,16,45,3,58,11,54,0,63,15,30,0,44,5,30,0,30,3,9,0,17,0,7,0,10,0,0,0,0,72,242,52,364,22,28,0,55,10,32,6,48,29,38,5,67,24,52,3,74,10,23,0,30,11,22,0,34,5,6,0,14,0,5,0,3,0,0,0,0,115,198,18,332,35,60,43,142,18,60,10,92,42,78,12,126,38,104,3,139,26,49,0,82,13,46,3,67,8,21,0,23,0,7,0,12,0,0,0,0,182,435,72,690
SSC70087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11
SSC70088,3,81,3,88,4,57,6,73,5,188,35,225,17,156,21,194,14,160,20,190,18,146,23,184,9,78,12,97,4,16,0,23,0,5,0,6,73,894,117,1082,3,56,6,72,3,59,3,63,21,236,46,307,20,196,20,241,30,188,20,235,25,178,26,234,16,75,15,103,4,25,0,28,0,4,3,7,125,1027,148,1296,11,140,14,155,4,121,14,135,35,426,80,538,36,356,39,432,42,353,36,429,39,328,45,415,19,159,25,202,7,42,3,51,0,10,4,17,196,1923,260,2379
SSC70089,0,6,0,4,0,14,4,17,0,66,5,70,0,22,0,22,0,17,3,17,0,6,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,133,10,146,0,8,0,4,0,13,0,13,0,15,0,18,0,12,0,13,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,55,0,11,0,9,0,27,4,33,0,80,3,82,0,35,0,37,0,25,3,24,0,5,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,186,16,197
SSC70090,0,6,4,4,0,3,3,8,0,14,6,16,0,7,3,10,0,14,10,26,0,6,5,11,0,6,0,10,0,0,0,0,0,0,0,0,0,47,41,90,0,0,0,0,0,3,3,6,0,3,3,3,0,10,7,14,0,14,9,22,0,6,5,14,0,3,3,10,0,0,0,0,0,0,0,0,0,37,34,74,0,6,3,6,0,9,12,19,0,15,9,22,0,12,13,31,0,21,23,44,0,16,10,23,0,7,6,13,0,0,0,0,0,0,0,0,3,80,76,159
SSC70091,7,4,0,10,8,9,0,13,3,14,3,23,10,10,3,21,6,0,0,13,5,4,0,6,3,3,0,7,0,4,0,4,0,0,0,0,32,56,5,99,4,14,3,16,8,5,0,11,8,14,0,26,9,12,0,26,10,11,0,15,3,11,0,18,0,8,0,8,0,0,0,0,0,0,0,0,36,76,5,119,5,19,4,24,14,16,0,27,16,26,3,49,16,25,3,43,13,12,3,26,5,23,0,30,3,13,0,18,0,4,0,3,0,0,0,0,70,132,12,222
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,0,4,0,3,0,4,0,4,0,0,0,0,0,0,0,0,3,14,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,6,7,14,0,3,0,3,0,0,0,3,0,3,0,3,0,0,0,3,3,8,3,11,0,4,0,3,0,7,0,11,0,0,0,0,0,0,0,0,5,24,7,37
SSC70094,0,9,5,18,0,15,0,18,0,14,5,19,0,11,4,16,0,17,8,24,0,15,0,21,0,8,0,9,0,0,0,0,0,0,0,0,7,96,24,120,0,16,0,15,0,15,10,26,0,16,3,22,0,13,3,19,0,10,5,19,0,4,3,8,0,10,0,14,0,3,0,3,0,0,0,0,4,88,24,121,0,22,4,30,0,27,9,39,0,30,10,41,0,29,7,37,3,26,14,44,4,25,3,30,4,17,0,17,0,3,0,3,0,0,0,0,8,186,47,242
SSC70095,0,5,3,7,5,12,0,13,0,3,0,8,0,4,0,3,0,5,0,5,0,6,0,5,0,3,0,3,0,0,0,0,0,0,0,0,3,39,4,49,0,3,0,6,3,5,0,9,4,11,0,10,3,11,0,18,0,6,0,13,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,11,51,5,65,0,7,5,13,4,21,0,23,3,13,0,19,3,12,3,21,0,16,0,18,0,4,0,13,0,5,0,4,0,3,0,3,0,0,0,0,19,90,9,114
SSC70096,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,3,0,9,0,8,0,7,3,12,0,5,0,7,0,0,3,5,0,0,0,0,3,24,12,39,0,0,0,3,0,0,0,0,0,4,3,10,0,5,4,4,0,4,0,6,0,3,0,6,0,3,0,4,0,0,0,0,0,0,0,0,6,21,6,36,0,5,0,0,0,0,0,0,3,6,3,15,0,5,3,10,3,12,0,13,0,9,3,15,0,8,4,7,0,0,3,5,0,0,0,0,5,48,21,76
SSC70097,0,54,10,59,0,30,9,41,8,181,17,205,8,139,25,176,17,170,18,210,20,134,16,164,13,99,19,136,3,56,6,66,0,17,6,28,77,885,125,1091,0,40,9,49,3,38,3,44,8,193,28,230,23,155,21,195,27,144,19,193,21,111,17,151,19,92,16,127,10,59,3,74,0,43,5,47,111,873,123,1112,0,88,13,109,8,66,13,84,20,374,47,435,30,299,39,371,45,321,40,402,44,241,35,319,33,191,38,260,12,118,10,142,0,64,14,79,189,1758,254,2199
SSC70098,0,34,3,42,3,49,7,58,6,139,16,158,10,105,15,132,3,63,9,78,0,43,0,40,0,24,3,23,0,14,0,14,0,9,0,8,27,479,53,556,0,31,3,36,0,43,7,47,10,131,16,158,13,112,15,139,7,64,5,82,6,21,3,32,4,15,3,19,0,15,0,21,0,5,0,5,46,445,49,541,3,66,9,79,8,93,14,105,21,276,28,320,24,222,27,268,12,131,16,155,9,64,3,70,4,38,4,43,0,28,0,31,0,13,0,12,68,924,103,1101
SSC70099,0,6,0,8,0,6,0,9,8,14,0,18,3,7,0,13,0,7,4,8,0,3,3,6,0,3,0,0,0,0,0,0,0,0,0,0,13,50,11,69,0,5,0,3,0,3,0,6,6,18,0,22,0,5,0,9,3,10,0,13,0,12,3,13,0,0,0,3,0,0,0,0,0,0,0,0,10,52,7,68,0,10,0,14,4,11,0,12,11,34,3,42,6,11,0,17,4,16,4,23,5,14,3,20,0,3,0,7,0,3,0,3,0,0,0,0,26,104,15,139
SSC70100,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,4,6,0,3,3,9,0,3,3,4,0,3,0,0,0,0,0,0,0,17,13,35,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,7,0,4,0,7,0,4,3,8,0,0,0,0,0,0,0,0,0,11,11,21,0,0,3,3,0,0,0,0,0,5,3,6,0,0,0,0,0,3,12,11,0,7,3,17,0,9,4,11,0,3,0,0,0,0,0,0,0,30,23,50
SSC70101,0,0,0,3,0,5,0,5,0,7,3,10,0,4,0,3,0,14,4,14,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,39,0,3,0,3,0,0,0,0,0,8,0,6,0,8,0,7,0,3,0,5,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,20,3,35,0,0,0,8,0,3,0,3,0,8,10,14,0,10,5,13,0,13,4,23,3,3,3,9,0,3,0,3,0,0,0,0,0,0,0,0,3,53,15,72
SSC70102,0,0,3,3,0,0,0,0,0,13,4,14,0,16,6,24,3,8,0,10,0,4,4,8,0,4,0,10,0,0,0,3,0,0,0,0,5,46,16,69,0,8,0,6,0,0,0,0,3,14,3,15,3,4,7,12,0,12,3,14,0,0,0,5,0,6,0,10,0,0,0,0,0,0,0,0,3,44,12,58,0,3,3,11,0,0,0,0,4,20,8,32,4,19,10,34,5,18,3,23,0,7,7,13,0,12,6,13,0,3,0,0,0,0,0,0,14,88,28,128
SSC70103,0,0,0,3,0,3,0,3,0,4,0,5,0,7,8,14,0,6,3,8,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,0,3,0,3,0,7,0,4,0,8,8,17,0,5,3,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,44
SSC70104,0,3,0,3,0,4,0,4,0,6,3,9,3,3,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,21,8,34,0,3,0,4,0,3,0,4,0,9,0,6,4,7,0,4,0,3,0,3,0,4,3,5,0,0,0,3,0,0,0,0,0,0,0,0,8,26,5,39,3,3,0,8,0,6,0,8,0,11,3,15,5,11,0,17,3,4,3,8,0,3,3,8,0,6,3,3,0,0,0,0,0,0,0,0,14,44,11,74
SSC70105,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,4,0,6,3,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,25
SSC70106,23,82,9,116,18,69,3,87,49,141,11,195,44,73,10,127,30,80,7,117,10,45,0,60,3,9,0,14,0,4,0,4,0,0,0,0,177,506,34,715,23,85,9,115,24,69,4,94,66,118,14,196,54,87,8,142,38,74,7,124,23,59,8,88,0,15,3,23,0,3,0,3,0,0,0,0,223,510,55,788,48,166,19,233,44,135,5,179,108,258,26,393,91,163,10,271,71,159,14,243,33,100,10,142,4,27,3,36,0,13,0,13,0,0,0,0,401,1020,83,1505
SSC70107,0,7,46,56,0,12,29,49,0,31,59,95,0,23,30,53,0,14,21,37,0,9,10,27,0,4,4,11,0,0,0,0,0,0,0,0,3,110,203,314,0,11,37,45,0,14,32,44,0,38,53,86,4,20,52,78,3,17,22,43,0,14,9,27,0,3,7,9,0,0,3,3,0,0,0,0,11,117,211,336,0,17,80,101,0,22,65,92,3,68,110,184,4,45,83,132,3,32,41,75,0,30,26,52,0,4,12,13,0,0,3,5,0,0,0,0,11,225,413,652
SSC70108,0,0,3,5,0,10,10,13,0,6,4,9,0,5,5,13,0,4,0,7,0,5,0,5,0,3,0,5,0,3,0,3,0,0,0,0,6,39,24,60,0,0,4,3,0,13,6,13,0,6,3,13,0,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,28,13,44,0,5,4,9,0,18,10,29,3,15,10,19,0,7,3,12,3,4,4,9,0,10,0,10,0,6,0,7,0,3,0,3,0,0,0,0,4,63,33,102
SSC70109,10,121,22,154,11,91,22,121,20,263,64,348,30,247,43,317,31,220,41,285,21,166,25,211,3,75,20,101,8,26,8,33,0,7,0,7,132,1212,244,1583,6,92,17,113,7,110,15,134,36,285,63,387,40,252,43,333,41,256,43,340,34,166,38,236,6,81,20,108,4,35,9,46,0,12,3,16,178,1285,245,1711,15,209,41,266,11,200,39,251,63,553,126,741,74,497,83,654,75,472,82,627,52,328,64,447,9,151,39,202,11,61,14,84,0,16,3,20,303,2497,487,3296
SSC70110,0,56,5,63,0,55,5,63,0,71,7,77,13,111,9,135,16,143,14,174,14,84,15,113,5,46,8,54,0,5,0,6,0,0,0,0,47,579,64,689,8,44,4,58,3,24,0,33,3,63,4,74,16,127,12,154,23,115,18,154,6,64,4,77,0,17,0,21,0,3,3,5,0,0,0,0,68,466,51,581,9,101,12,123,3,85,3,90,3,135,13,155,29,241,26,294,38,255,33,321,22,148,19,188,6,68,7,80,0,11,3,13,0,0,0,0,106,1050,111,1268
SSC70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70112,7,82,24,109,9,84,15,105,17,208,38,255,17,188,26,228,16,197,33,247,20,123,25,173,7,64,21,89,0,21,10,34,0,5,0,11,87,972,195,1256,11,65,26,105,8,82,17,109,21,210,49,281,41,177,43,266,22,145,28,200,17,118,24,163,11,58,19,90,0,24,3,25,0,5,7,12,142,893,212,1246,13,146,52,213,11,164,34,217,39,413,82,540,61,368,65,492,37,346,62,446,32,245,55,329,25,121,39,180,3,44,16,65,3,14,6,25,224,1866,413,2498
SSC70113,0,6,0,5,0,0,0,4,0,4,0,4,0,7,0,7,0,3,0,3,0,7,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,26,3,28,0,0,0,3,3,0,0,4,0,3,4,6,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,21,0,8,0,12,3,0,0,5,0,5,3,12,0,6,0,11,0,8,0,8,0,8,0,6,0,0,0,3,0,0,0,0,0,0,0,0,8,37,11,56
SSC70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC70115,0,52,9,62,7,41,0,49,11,73,11,98,14,50,12,80,3,44,30,78,6,20,10,40,4,7,0,8,0,0,0,0,0,0,0,0,41,297,77,415,11,53,8,63,0,48,3,50,9,90,11,109,13,62,16,91,12,56,34,97,5,22,6,38,3,3,0,7,0,4,0,4,0,0,0,0,56,331,76,459,12,99,18,128,11,90,3,98,20,168,22,203,26,110,26,167,14,99,65,180,12,44,14,74,4,13,3,17,0,4,0,4,0,0,0,0,94,625,154,876
SSC70116,3,57,8,75,8,89,9,104,5,230,17,252,10,199,25,238,20,141,19,181,5,93,11,107,3,25,0,31,0,12,0,12,0,0,0,3,54,857,82,994,5,71,17,86,3,85,5,94,16,223,13,256,21,186,18,226,23,129,9,160,17,87,13,117,6,30,0,35,0,8,0,11,0,0,0,0,88,823,76,987,9,129,21,159,11,175,10,201,26,459,32,510,34,390,42,460,40,268,28,333,22,186,19,227,10,56,3,65,0,21,0,24,0,3,0,3,147,1679,161,1983
SSC70117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC70118,4,6,0,12,3,6,3,9,7,14,4,25,3,8,0,14,0,3,0,8,5,5,3,17,0,6,0,5,0,0,0,0,0,0,0,0,25,51,8,90,3,9,3,12,3,8,0,15,12,17,0,26,7,5,0,13,3,12,0,11,0,9,0,7,0,3,0,3,0,0,0,0,0,0,0,0,27,60,6,97,5,17,3,23,4,10,3,25,24,26,7,55,11,18,0,26,3,10,4,15,4,17,3,27,0,9,0,9,0,0,0,0,0,0,0,0,55,115,14,183
